Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Outcome Date,Outcome Type,days_stayed
BROWN,BLACK,Neutered,7/12/10,13,12/7/17,NORMAL,OWNER SURRENDER,OTC,12/9/17,ADOPTION,2
BLUE,,Neutered,12/19/11,11,12/19/17,NORMAL,STRAY,FIELD,3/1/18,ADOPTION,72
BRN TABBY,WHITE,Male,7/11/17,6,12/28/17,FERAL,STRAY,OTC,1/14/18,ADOPTION,17
GRAY,,Spayed,10/8/16,7,1/8/17,NORMAL,STRAY,OTC,2/19/17,ADOPTION,42
TAN,BROWN,Male,1/21/12,11,1/21/17,NORMAL,OWNER SURRENDER,OTC,1/25/17,ADOPTION,4
BLACK,WHITE,Male,10/27/16,7,1/27/17,NORMAL,OWNER SURRENDER,OTC,1/30/17,ADOPTION,3
GRAY TABBY,BROWN,Neutered,11/16/11,11,11/16/17,NORMAL,STRAY,OTC,11/22/17,ADOPTION,6
BLACK,,Male,10/28/17,6,1/3/18,NORMAL,STRAY,OTC,1/25/18,ADOPTION,22
BR BRINDLE,,Spayed,3/13/11,12,1/3/18,NORMAL,OWNER SURRENDER,OTC,2/18/18,ADOPTION,46
WHITE,,Female,1/5/14,9,1/5/17,INJURED  MODERATE,STRAY,FIELD,1/16/17,ADOPTION,11
GRAY,,Neutered,1/4/17,6,1/4/18,NORMAL,OWNER SURRENDER,OTC,1/31/18,ADOPTION,27
CALICO,,Female,1/13/16,7,1/13/17,NORMAL,CONFISCATE,ABANDON,2/12/17,ADOPTION,30
GRAY,WHITE,Male,9/19/17,6,11/19/17,NORMAL,STRAY,OTC,12/5/17,ADOPTION,16
BLACK,,Female,1/5/07,16,1/5/18,NORMAL,OWNER SURRENDER,OTC,1/19/18,ADOPTION,14
BLACK,TAN,Spayed,9/25/11,12,1/7/18,NORMAL,OWNER SURRENDER,OTC,1/28/18,ADOPTION,21
BROWN,TAN,Neutered,1/18/15,8,1/18/17,NORMAL,STRAY,FIELD,2/9/17,ADOPTION,22
WHITE,,Spayed,6/15/12,11,1/19/17,NORMAL,OWNER SURRENDER,OTC,1/22/17,ADOPTION,3
BLACK,WHITE,Female,1/20/16,7,1/20/17,NORMAL,STRAY,OTC,1/29/17,ADOPTION,9
BLACK,WHITE,Neutered,2/9/14,9,2/9/17,FERAL,STRAY,OTC,2/25/17,ADOPTION,16
BRN TABBY,WHITE,Spayed,2/9/14,9,2/9/17,NORMAL,STRAY,OTC,2/16/17,ADOPTION,7
BLACK,BROWN,Male,2/11/09,14,2/11/17,NORMAL,STRAY,OTC,5/2/17,ADOPTION,80
BR BRINDLE,WHITE,Spayed,2/1/11,12,2/1/17,NORMAL,STRAY,OTC,3/3/17,ADOPTION,30
ORG TABBY,WHITE,Male,5/2/16,7,2/2/17,NORMAL,STRAY,OTC,2/20/17,ADOPTION,18
CHOCOLATE,,Neutered,2/2/07,16,2/2/17,NORMAL,OWNER SURRENDER,OTC,3/10/17,ADOPTION,36
BROWN,WHITE,Male,8/2/16,7,2/2/17,NORMAL,OWNER SURRENDER,OTC,2/7/17,ADOPTION,5
BLACK,WHITE,Female,2/2/16,7,2/3/17,NORMAL,STRAY,FIELD,2/20/17,ADOPTION,17
BRN TABBY,WHITE,Neutered,2/4/16,7,2/4/17,NORMAL,STRAY,OTC,4/3/17,ADOPTION,58
BROWN,,Male,1/13/16,7,1/13/18,NORMAL,STRAY,OTC,1/29/18,ADOPTION,16
BLACK,,Male,9/14/17,6,1/14/18,NORMAL,STRAY,OTC,1/29/18,ADOPTION,15
CALICO,,Female,9/14/17,6,1/14/18,NORMAL,STRAY,OTC,1/21/18,ADOPTION,7
TAN,WHITE,Neutered,4/8/09,14,2/12/17,NORMAL,STRAY,OTC,6/3/17,ADOPTION,111
GREEN,,Unknown,12/14/17,5,1/14/18,UNDER AGE/WEIGHT,WILDLIFE,FIELD,1/20/18,ADOPTION,6
BLACK,WHITE,Male,2/13/16,7,2/13/17,NORMAL,OWNER SURRENDER,FIELD,2/26/17,ADOPTION,13
WHITE,,Female,1/14/08,15,1/14/18,NORMAL,STRAY,FIELD,2/3/18,ADOPTION,20
BROWN,BLACK,Neutered,5/5/16,7,2/5/17,NORMAL,OWNER SURRENDER,OTC,2/15/17,ADOPTION,10
BLACK,,Spayed,1/11/12,11,1/11/18,NORMAL,OWNER SURRENDER,OTC,2/3/18,ADOPTION,23
BLACK,TAN,Spayed,3/27/09,14,1/25/17,NORMAL,OWNER SURRENDER,OTC,3/8/17,ADOPTION,42
BROWN,WHITE,Neutered,3/13/09,14,1/20/18,INJURED  MODERATE,OWNER SURRENDER,OTC,2/24/18,ADOPTION,35
BROWN,TAN,Spayed,3/27/09,14,1/25/17,NORMAL,OWNER SURRENDER,OTC,3/26/17,ADOPTION,60
SEAL PT,WHITE,Spayed,2/8/14,9,2/8/17,NORMAL,OWNER SURRENDER,OTC,8/2/17,ADOPTION,175
WHITE,BR BRINDLE,Male,1/17/16,7,1/17/18,NORMAL,STRAY,OTC,2/18/18,ADOPTION,32
BLACK,WHITE,Female,2/16/12,11,2/16/17,NORMAL,STRAY,OTC,4/9/17,ADOPTION,52
BROWN,BLACK,Neutered,11/27/15,7,2/17/17,NORMAL,OWNER SURRENDER,OTC,3/18/17,ADOPTION,29
CALICO,,Spayed,1/23/15,8,1/23/18,NORMAL,STRAY,FIELD,2/19/18,ADOPTION,27
TAN,WHITE,Neutered,3/1/10,13,3/1/17,NORMAL,STRAY,OTC,9/6/17,ADOPTION,189
WHITE,BROWN,Neutered,3/1/14,9,3/1/17,INJURED  SEVERE,STRAY,FIELD,3/15/17,ADOPTION,14
GRAY,,Male,1/24/17,6,1/24/18,NORMAL,STRAY,FIELD,1/30/18,ADOPTION,6
TAN,,Female,3/6/13,10,3/6/17,INJURED  SEVERE,STRAY,FIELD,4/9/17,ADOPTION,34
BRN TABBY,,Neutered,1/30/16,7,1/30/18,NORMAL,STRAY,FIELD,5/19/18,ADOPTION,109
BLACK,WHITE,Male,1/31/08,15,1/31/18,AGED,STRAY,FIELD,2/10/18,ADOPTION,10
CHOCOLATE,WHITE,Male,1/31/17,6,1/31/18,NORMAL,STRAY,FIELD,2/9/18,ADOPTION,9
TAN,WHITE,Neutered,3/5/14,9,3/5/17,NORMAL,STRAY,OTC,3/31/17,ADOPTION,26
TRICOLOR,,Female,1/31/15,8,1/31/18,NORMAL,STRAY,OTC,2/12/18,ADOPTION,12
BRN TABBY,,Male,7/8/16,7,3/8/17,NORMAL,STRAY,FIELD,3/19/17,ADOPTION,11
TAN,,Spayed,2/2/12,11,2/2/18,NORMAL,STRAY,OTC,2/14/18,ADOPTION,12
CALICO,,Female,2/2/16,7,2/2/18,NORMAL,OWNER SURRENDER,OTC,2/18/18,ADOPTION,16
BRN TABBY,,Neutered,3/15/15,8,3/15/17,INJURED  MILD,STRAY,FIELD,4/15/17,ADOPTION,31
TAN,,Female,3/15/16,7,3/15/17,NORMAL,OWNER SURRENDER,OTC,3/31/17,ADOPTION,16
TAN,,Neutered,3/16/12,11,3/16/17,INJURED  MODERATE,STRAY,FIELD,5/6/17,ADOPTION,51
BLACK,,Neutered,3/16/10,13,3/16/17,NORMAL,STRAY,OTC,5/20/17,ADOPTION,65
BLUE,,Spayed,3/16/12,11,3/16/17,NORMAL,OWNER SURRENDER,OTC,6/10/17,ADOPTION,86
TAN,WHITE,Spayed,3/11/14,9,3/11/17,NORMAL,STRAY,OTC,4/30/17,ADOPTION,50
ORG TABBY,WHITE,Neutered,2/25/12,11,2/25/18,NORMAL,STRAY,OTC,5/19/18,ADOPTION,83
WHITE,,Male,3/18/12,11,2/25/18,INJURED  MODERATE,STRAY,FIELD,3/18/18,ADOPTION,21
GRAY,WHITE,Neutered,3/12/11,12,3/12/17,NORMAL,STRAY,OTC,6/22/17,ADOPTION,102
ORG TABBY,,Spayed,3/1/13,10,3/1/18,NORMAL,STRAY,OTC,9/20/18,ADOPTION,203
TRICOLOR,,Female,3/28/12,11,3/28/17,INJURED  MILD,STRAY,FIELD,5/3/17,ADOPTION,36
TAN,WHITE,Female,3/29/16,7,3/29/17,INJURED  MODERATE,STRAY,FIELD,4/13/17,ADOPTION,15
BLACK,WHITE,Male,3/10/17,6,3/4/18,NORMAL,STRAY,OTC,3/16/18,ADOPTION,12
BROWN,WHITE,Neutered,3/4/17,6,3/4/18,NORMAL,STRAY,OTC,3/18/18,ADOPTION,14
BLACK,,Spayed,3/22/17,6,3/4/18,NORMAL,STRAY,OTC,3/24/18,ADOPTION,20
RED,WHITE,Spayed,1/29/12,11,1/29/17,NORMAL,STRAY,OTC,2/17/17,ADOPTION,19
BLACK,,Male,1/30/14,9,1/30/17,NORMAL,STRAY,FIELD,2/15/17,ADOPTION,16
TAN,,Neutered,3/18/13,10,3/18/18,NORMAL,OWNER SURRENDER,OTC,3/22/18,ADOPTION,4
BLACK,WHITE,Spayed,4/1/11,12,3/31/17,NORMAL,OWNER SURRENDER,OTC,6/1/17,ADOPTION,62
BROWN,BLACK,Spayed,12/20/17,5,3/20/18,NORMAL,CONFISCATE,CRUELTY,3/31/18,ADOPTION,11
BRN TABBY,,Neutered,3/21/17,6,3/21/18,NORMAL,OWNER SURRENDER,OTC,5/5/18,ADOPTION,45
BLACK,BLACK,Spayed,4/2/15,8,4/2/17,NORMAL,STRAY,OTC,4/13/17,ADOPTION,11
TAN,BLACK,Female,4/2/05,18,4/2/17,NORMAL,OWNER SURRENDER,OTC,7/5/17,ADOPTION,94
WHITE,BLACK,Neutered,4/3/16,7,4/3/17,NORMAL,STRAY,OTC,4/13/17,ADOPTION,10
WHITE,,Male,4/5/12,11,4/5/17,NORMAL,STRAY,OTC,4/23/17,ADOPTION,18
BROWN,WHITE,Neutered,2/19/15,8,3/28/18,NORMAL,OWNER SURRENDER,OTC,3/31/18,ADOPTION,3
TORTIE,,Female,3/28/15,8,3/28/18,NORMAL,STRAY,OTC,4/5/18,ADOPTION,8
BLACK,,Spayed,9/27/16,7,4/6/17,BEHAVIOR  SEVERE,OWNER SURRENDER,OTC,4/19/17,ADOPTION,13
BLACK,BROWN,Male,4/6/06,17,4/6/17,NORMAL,OWNER SURRENDER,OTC,4/19/17,ADOPTION,13
CALICO,,Spayed,3/29/17,6,3/29/18,NORMAL,STRAY,FIELD,4/19/18,ADOPTION,21
BROWN,,Male,2/15/17,6,2/15/18,NORMAL,STRAY,FIELD,3/4/18,ADOPTION,17
BR BRINDLE,WHITE,Spayed,2/15/17,6,2/15/18,NORMAL,CONFISCATE,PUB SAFETY,2/28/18,ADOPTION,13
WHITE,,Neutered,1/30/18,5,3/30/18,NORMAL,OWNER SURRENDER,OTC,4/15/18,ADOPTION,16
BRN TABBY,WHITE,Spayed,3/31/16,7,3/31/18,NORMAL,STRAY,OTC,6/8/18,ADOPTION,69
BLACK,WHITE,Spayed,3/22/01,22,3/22/17,NORMAL,OWNER SURRENDER,OTC,4/6/17,ADOPTION,15
ORANGE,,Neutered,2/23/17,6,2/23/18,NORMAL,OWNER SURRENDER,OTC,2/25/18,ADOPTION,2
BLACK,,Neutered,3/24/12,11,3/24/17,ILL SEVERE,STRAY,FIELD,7/5/17,ADOPTION,103
GRAY,WHITE,Spayed,1/19/07,16,4/6/18,ILL SEVERE,CONFISCATE,CRUELTY,10/23/18,ADOPTION,200
CALICO,WHITE,Female,2/12/17,6,4/12/17,NORMAL,STRAY,OTC,4/24/17,ADOPTION,12
SEAL,,Male,,,4/2/18,NORMAL,STRAY,FIELD,4/7/18,ADOPTION,5
GRAY,BLACK,Female,4/8/16,7,4/8/18,NORMAL,OWNER SURRENDER,OTC,4/13/18,ADOPTION,5
BRN TABBY,WHITE,Neutered,4/9/16,7,4/9/18,FRACTIOUS,STRAY,TRAP,3/2/19,ADOPTION,327
WHITE,BROWN,Male,4/15/09,14,4/15/17,NORMAL,OWNER SURRENDER,OTC,5/14/17,ADOPTION,29
GRAY,,Male,4/19/16,7,4/19/17,NORMAL,STRAY,FIELD,5/7/17,ADOPTION,18
TRICOLOR,,Spayed,4/19/11,12,4/19/17,NORMAL,STRAY,FIELD,5/16/17,ADOPTION,27
BROWN,,Neutered,3/20/16,7,4/20/17,NORMAL,OWNER SURRENDER,OTC,5/27/17,ADOPTION,37
GRAY,WHITE,Neutered,4/20/16,7,4/20/18,NORMAL,CONFISCATE,POLICE,2/12/19,ADOPTION,298
BLACK,BROWN,Female,4/14/11,12,4/14/18,NORMAL,STRAY,OTC,4/22/18,ADOPTION,8
BRN MERLE,BROWN,Spayed,2/6/16,7,4/22/17,NORMAL,OWNER SURRENDER,OTC,5/3/17,ADOPTION,11
CREAM,WHITE,Spayed,4/23/14,9,4/23/17,NORMAL,STRAY,OTC,4/29/17,ADOPTION,6
SEAL PT,,Spayed,2/17/18,5,4/17/18,NORMAL,STRAY,OTC,5/19/18,ADOPTION,32
SABLE,TAN,Neutered,4/25/10,13,4/25/18,NORMAL,STRAY,OTC,5/9/18,ADOPTION,14
BLACK,WHITE,Unknown,5/1/17,6,5/1/18,ILL SEVERE,STRAY,FIELD,5/8/18,ADOPTION,7
BLACK,WHITE,Spayed,4/27/07,16,4/27/18,NORMAL,OWNER SURRENDER,FIELD,6/2/18,ADOPTION,36
BLACK,WHITE,Spayed,4/28/13,10,4/28/18,NORMAL,STRAY,FIELD,8/17/18,ADOPTION,111
BROWN,,Neutered,5/11/03,20,4/29/18,NORMAL,OWNER SURRENDER,OTC,7/13/18,ADOPTION,75
BR BRINDLE,,Male,5/2/17,6,5/2/18,NORMAL,STRAY,OTC,6/14/18,ADOPTION,43
TORTIE,,Spayed,5/4/12,11,5/4/17,NORMAL,OWNER SURRENDER,OTC,6/3/17,ADOPTION,30
SNOWSHOE,,Spayed,5/4/12,11,5/4/17,NORMAL,OWNER SURRENDER,OTC,1/25/18,ADOPTION,266
WHITE,BLACK,Neutered,5/5/15,8,5/5/18,NORMAL,STRAY,FIELD,5/16/18,ADOPTION,11
GRAY TABBY,WHITE,Spayed,5/6/15,8,5/6/18,NORMAL,STRAY,OTC,7/3/18,ADOPTION,58
ORG TABBY,WHITE,Neutered,5/6/14,9,5/6/17,NORMAL,STRAY,FIELD,5/31/17,ADOPTION,25
BRN MERLE,,Neutered,5/10/17,6,5/10/18,FRACTIOUS,STRAY,OTC,5/25/18,ADOPTION,15
CALICO,,Spayed,5/10/15,8,5/10/17,NORMAL,STRAY,OTC,8/18/17,ADOPTION,100
BRN TABBY,WHITE,Male,4/5/17,6,5/10/17,UNDER AGE/WEIGHT,STRAY,FIELD,5/15/17,ADOPTION,5
LYNX PT,,Female,2/23/17,6,5/10/17,ILL MILD,STRAY,FIELD,6/3/17,ADOPTION,24
SEAL PT,,Neutered,5/13/16,7,5/13/18,NORMAL,STRAY,TRAP,6/20/18,ADOPTION,38
BLACK,,Spayed,3/20/18,5,5/13/18,UNDER AGE/WEIGHT,STRAY,OTC,6/8/18,ADOPTION,26
BR BRINDLE,WHITE,Neutered,6/10/13,10,5/15/17,NORMAL,STRAY,FIELD,6/2/17,ADOPTION,18
BLACK,WHITE,Neutered,5/11/14,9,5/11/17,FERAL,STRAY,OTC,11/10/17,ADOPTION,183
BRN TABBY,,Female,3/18/17,6,5/18/17,NORMAL,STRAY,OTC,6/18/17,ADOPTION,31
BRN TABBY,WHITE,Female,3/18/17,6,5/18/17,NORMAL,STRAY,OTC,6/6/17,ADOPTION,19
GRAY TABBY,WHITE,Spayed,3/1/18,5,5/25/18,UNDER AGE/WEIGHT,STRAY,OTC,6/10/18,ADOPTION,16
BLACK,WHITE,Neutered,3/25/18,5,5/25/18,NORMAL,STRAY,FIELD,6/6/18,ADOPTION,12
BLACK,WHITE,Neutered,3/25/18,5,5/25/18,NORMAL,STRAY,FIELD,6/6/18,ADOPTION,12
WHITE,BROWN,Neutered,5/26/15,8,5/26/18,NORMAL,OWNER SURRENDER,OTC,6/9/18,ADOPTION,14
BROWN,BLACK,Male,2/25/15,8,5/25/17,NORMAL,OWNER SURRENDER,FIELD,6/5/17,ADOPTION,11
BLACK,,Spayed,4/27/18,5,5/27/18,UNDER AGE/WEIGHT,STRAY,TRAP,9/27/18,ADOPTION,123
BLACK,GRAY,Neutered,10/27/10,13,5/27/18,NORMAL,STRAY,OTC,8/2/18,ADOPTION,67
BL BRINDLE,WHITE,Neutered,2/23/16,7,2/23/17,INJURED  SEVERE,STRAY,FIELD,6/24/17,ADOPTION,121
BLACK,WHITE,Neutered,2/23/16,7,2/23/17,NORMAL,OWNER SURRENDER,OTC,7/5/17,ADOPTION,132
CALICO,WHITE,Spayed,2/23/13,10,2/23/17,NORMAL,OWNER SURRENDER,OTC,7/5/17,ADOPTION,132
SNOWSHOE,,Neutered,2/23/15,8,2/23/17,NORMAL,OWNER SURRENDER,OTC,4/21/17,ADOPTION,57
ORG TABBY,,Neutered,2/23/09,14,2/23/17,NORMAL,STRAY,OTC,3/8/17,ADOPTION,13
GRAY,,Spayed,5/30/17,6,5/30/18,NORMAL,OWNER SURRENDER,OTC,6/20/18,ADOPTION,21
GRAY,WHITE,Spayed,3/30/18,5,5/30/18,NORMAL,OWNER SURRENDER,OTC,6/6/18,ADOPTION,7
WHITE,GRAY,Male,3/27/17,6,5/27/17,NORMAL,STRAY,OTC,6/4/17,ADOPTION,8
GRAY,,Male,11/27/15,7,5/27/17,NORMAL,OWNER SURRENDER,OTC,6/10/17,ADOPTION,14
WHITE,,Female,4/11/17,6,6/2/17,NORMAL,STRAY,OTC,6/13/17,ADOPTION,11
BLACK,,Male,3/2/17,6,6/2/17,NORMAL,STRAY,FIELD,6/29/17,ADOPTION,27
BLACK,,Male,4/20/18,5,5/31/18,UNDER AGE/WEIGHT,STRAY,OTC,8/16/18,ADOPTION,77
BLACK,,Female,5/30/15,8,5/30/17,INJURED  MODERATE,STRAY,FIELD,6/11/17,ADOPTION,12
BLACK,TAN,Spayed,2/16/09,14,5/31/17,NORMAL,STRAY,FIELD,6/18/17,ADOPTION,18
BRN TABBY,,Spayed,3/31/17,6,5/31/17,FERAL,STRAY,OTC,7/26/17,ADOPTION,56
TAN,,Neutered,6/8/15,8,6/2/18,NORMAL,OWNER SURRENDER,OTC,6/2/18,ADOPTION,0
BLACK,,Male,4/2/18,5,6/2/18,UNDER AGE/WEIGHT,STRAY,FIELD,7/3/18,ADOPTION,31
GRAY,WHITE,Neutered,5/6/18,5,6/6/18,NORMAL,STRAY,OTC,9/14/18,ADOPTION,100
WHITE,BLACK,Neutered,7/7/16,7,6/2/18,NORMAL,CONFISCATE,POLICE,7/19/18,ADOPTION,47
BLACK,,Neutered,6/1/10,13,6/1/17,NORMAL,OWNER SURRENDER,OTC,7/5/18,ADOPTION,399
ORG TABBY,,Neutered,4/10/18,5,6/10/18,NORMAL,STRAY,TRAP,8/8/18,ADOPTION,59
BROWN,,Spayed,6/8/17,6,6/8/18,NORMAL,STRAY,OTC,7/14/18,ADOPTION,36
GRAY TABBY,,Neutered,4/8/18,5,6/8/18,NORMAL,STRAY,OTC,12/13/18,ADOPTION,188
WHITE,,Spayed,6/8/16,7,6/8/18,NORMAL,STRAY,OTC,7/5/18,ADOPTION,27
BLACK,WHITE,Spayed,6/15/16,7,6/4/17,NORMAL,STRAY,OTC,6/13/17,ADOPTION,9
BROWN,TAN,Female,6/4/16,7,6/4/17,NORMAL,STRAY,OTC,7/19/17,ADOPTION,45
BROWN,WHITE,Spayed,6/4/14,9,6/4/17,NORMAL,STRAY,FIELD,7/8/17,ADOPTION,34
BROWN,WHITE,Male,9/4/16,7,6/4/17,NORMAL,STRAY,FIELD,6/16/17,ADOPTION,12
BROWN,,Female,4/8/17,6,6/8/17,NORMAL,STRAY,FIELD,6/14/17,ADOPTION,6
BLACK,WHITE,Neutered,1/13/18,5,6/13/18,NORMAL,STRAY,OTC,6/23/18,ADOPTION,10
CALICO,,Female,9/9/09,14,6/9/17,NORMAL,OWNER SURRENDER,OTC,6/24/17,ADOPTION,15
BROWN,BLACK,Spayed,6/11/09,14,6/11/17,NORMAL,STRAY,OTC,7/25/17,ADOPTION,44
BROWN,WHITE,Neutered,6/13/08,15,6/13/18,INJURED  MODERATE,STRAY,FIELD,10/7/18,ADOPTION,116
BROWN,,Spayed,6/14/16,7,6/14/18,NORMAL,CONFISCATE,PUB SAFETY,12/13/18,ADOPTION,182
BROWN,,Neutered,6/11/16,7,6/11/17,NORMAL,OWNER SURRENDER,OTC,8/10/17,ADOPTION,60
BRN TABBY,WHITE,Spayed,4/9/17,6,6/9/17,UNDER AGE/WEIGHT,STRAY,OTC,6/16/17,ADOPTION,7
BLACK,WHITE,Neutered,6/6/18,5,6/17/18,UNDER AGE/WEIGHT,STRAY,OTC,8/3/18,ADOPTION,47
BRN TABBY,,Female,2/17/18,5,6/17/18,NORMAL,STRAY,OTC,9/27/18,ADOPTION,102
BROWN,,Neutered,6/13/13,10,6/13/17,NORMAL,STRAY,FIELD,2/14/18,ADOPTION,246
BLACK,,Neutered,1/15/18,5,6/15/18,NORMAL,STRAY,OTC,1/5/19,ADOPTION,204
BRN TABBY,WHITE,Spayed,6/15/16,7,6/15/18,NORMAL,STRAY,OTC,6/30/18,ADOPTION,15
BLACK,WHITE,Neutered,6/16/17,6,6/16/18,FRACTIOUS,STRAY,FIELD,6/29/18,ADOPTION,13
WHITE,BLACK,Female,3/21/18,5,6/21/18,NORMAL,STRAY,OTC,7/21/18,ADOPTION,30
WHITE,GRAY,Neutered,4/16/17,6,6/16/17,NORMAL,STRAY,OTC,6/28/17,ADOPTION,12
WHITE,GRAY,Neutered,4/8/14,9,6/22/18,INJURED  MODERATE,OWNER SURRENDER,OTC,8/2/18,ADOPTION,41
TAN,,Male,6/17/16,7,6/17/17,NORMAL,STRAY,OTC,7/14/17,ADOPTION,27
BLACK,,Neutered,12/20/17,5,6/20/18,NORMAL,STRAY,OTC,3/2/19,ADOPTION,255
BR BRINDLE,,Female,6/17/16,7,6/17/17,NORMAL,STRAY,OTC,7/9/17,ADOPTION,22
WHITE,,Neutered,6/22/14,9,6/22/18,ILL MILD,OWNER SURRENDER,OTC,6/29/18,ADOPTION,7
GRAY TABBY,,Spayed,4/14/17,6,6/14/17,NORMAL,STRAY,OTC,8/1/17,ADOPTION,48
BLACK,,Neutered,4/29/17,6,6/14/17,UNDER AGE/WEIGHT,STRAY,OTC,8/10/17,ADOPTION,57
BLACK,,Male,4/23/18,5,6/23/18,NORMAL,STRAY,OTC,9/20/18,ADOPTION,89
CHOCOLATE,,Neutered,6/15/05,18,6/15/17,NORMAL,STRAY,FIELD,7/30/17,ADOPTION,45
BLACK,WHITE,Male,4/23/18,5,6/23/18,NORMAL,STRAY,OTC,9/20/18,ADOPTION,89
BLACK,,Female,2/23/18,5,6/23/18,NORMAL,STRAY,OTC,7/1/18,ADOPTION,8
ORANGE,WHITE,Male,6/15/13,10,6/15/17,NORMAL,OWNER SURRENDER,OTC,7/13/17,ADOPTION,28
BLACK,WHITE,Neutered,5/5/18,5,6/20/18,UNDER AGE/WEIGHT,STRAY,FIELD,10/23/18,ADOPTION,125
WHITE,BLACK,Neutered,,,6/20/17,NORMAL,STRAY,FIELD,8/11/17,ADOPTION,52
BROWN,,Spayed,7/4/14,9,7/4/18,NORMAL,STRAY,FIELD,6/20/19,ADOPTION,351
TAN,WHITE,Male,6/22/15,8,6/22/17,NORMAL,STRAY,OTC,7/23/17,ADOPTION,31
BR BRINDLE,WHITE,Spayed,6/28/13,10,6/28/17,INJURED  SEVERE,STRAY,FIELD,8/19/17,ADOPTION,52
ORG TABBY,WHITE,Neutered,3/28/17,6,6/28/17,FERAL,STRAY,OTC,8/11/17,ADOPTION,44
BROWN,,Neutered,10/1/17,6,7/1/18,INJURED  MILD,STRAY,FIELD,9/20/18,ADOPTION,81
BLACK,,Neutered,4/29/17,6,6/29/17,UNDER AGE/WEIGHT,STRAY,FIELD,8/11/17,ADOPTION,43
BLACK,WHITE,Neutered,6/29/16,7,6/29/17,NORMAL,STRAY,OTC,7/16/17,ADOPTION,17
BLACK,WHITE,Male,7/17/13,10,7/17/18,NORMAL,STRAY,OTC,7/26/18,ADOPTION,9
WHITE,GRAY,Spayed,6/29/14,9,6/29/17,NORMAL,STRAY,OTC,8/24/17,ADOPTION,56
BLACK,BROWN,Female,3/27/17,6,6/30/17,ILL MILD,STRAY,FIELD,7/31/17,ADOPTION,31
BROWN,BLACK,Spayed,6/30/15,8,6/30/17,NORMAL,STRAY,FIELD,8/17/17,ADOPTION,48
BLACK,TAN,Female,2/1/17,6,7/1/17,NORMAL,STRAY,OTC,7/16/17,ADOPTION,15
BLACK,,Female,4/30/17,6,6/30/17,NORMAL,STRAY,OTC,7/27/17,ADOPTION,27
WHITE,,Neutered,6/30/14,9,6/30/17,NORMAL,STRAY,OTC,8/11/17,ADOPTION,42
BLACK,,Male,3/23/18,5,5/23/18,NORMAL,STRAY,OTC,5/28/18,ADOPTION,5
LYNX PT,,Male,4/5/18,5,5/23/18,UNDER AGE/WEIGHT,STRAY,OTC,6/2/18,ADOPTION,10
BLACK,,Neutered,1/10/18,5,7/10/18,NORMAL,STRAY,FIELD,8/24/18,ADOPTION,45
CALICO DIL,,Spayed,7/3/16,7,7/3/17,NORMAL,STRAY,TRAP,7/16/17,ADOPTION,13
BROWN,BLACK,Spayed,7/11/11,12,7/11/18,NORMAL,STRAY,FIELD,7/21/18,ADOPTION,10
TAN,BLACK,Spayed,3/2/15,8,7/5/17,NORMAL,CONFISCATE,BITE,7/20/17,ADOPTION,15
SEAL PT,,Male,3/6/17,6,7/6/17,NORMAL,STRAY,OTC,8/17/17,ADOPTION,42
ORG TABBY,WHITE,Neutered,7/13/14,9,7/13/18,ILL MILD,STRAY,OTC,8/18/18,ADOPTION,36
CREAM,,Spayed,9/14/17,6,7/14/18,NORMAL,STRAY,OTC,8/1/18,ADOPTION,18
WHITE,BLACK,Male,7/20/14,9,7/20/18,NORMAL,STRAY,OTC,7/27/18,ADOPTION,7
BLUE,WHITE,Spayed,7/13/11,12,7/13/17,INJURED  MILD,STRAY,FIELD,10/29/17,ADOPTION,108
BLUE,WHITE,Neutered,3/26/11,12,7/21/18,NORMAL,OWNER SURRENDER,OTC,8/18/18,ADOPTION,28
TORTIE,,Spayed,7/13/15,8,7/13/17,NORMAL,STRAY,OTC,7/22/17,ADOPTION,9
GRAY,WHITE,Spayed,7/21/08,15,7/21/18,NORMAL,OWNER SURRENDER,OTC,9/21/18,ADOPTION,62
BLACK,WHITE,Female,7/14/16,7,7/14/17,NORMAL,STRAY,FIELD,11/1/17,ADOPTION,110
GRAY TABBY,WHITE,Spayed,7/23/17,6,7/23/18,NORMAL,CONFISCATE,POLICE,8/22/18,ADOPTION,30
TORTIE DIL,WHITE,Female,7/23/17,6,7/23/18,NORMAL,CONFISCATE,POLICE,8/22/18,ADOPTION,30
TRICOLOR,,Unknown,,,7/23/18,NORMAL,CONFISCATE,POLICE,8/4/18,ADOPTION,12
WHITE,,Spayed,7/27/11,12,7/27/18,NORMAL,OWNER SURRENDER,OTC,7/28/18,ADOPTION,1
WHITE,,Neutered,7/27/11,12,7/27/18,NORMAL,OWNER SURRENDER,OTC,7/28/18,ADOPTION,1
BRN TABBY,WHITE,Neutered,6/14/18,5,7/29/18,UNDER AGE/WEIGHT,STRAY,OTC,8/18/18,ADOPTION,20
BROWN,TAN,Male,5/18/16,7,5/18/17,NORMAL,OWNER SURRENDER,OTC,5/25/17,ADOPTION,7
BLACK,WHITE,Spayed,1/2/07,16,5/18/17,NORMAL,OWNER SURRENDER,OTC,6/3/17,ADOPTION,16
TRICOLOR,,Male,,,7/5/18,NORMAL,OWNER SURRENDER,OTC,8/14/18,ADOPTION,40
