Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed
CRM TABBY,Neutered,12,10/13/20,INJURED  MILD,STRAY,32
BLACK,Neutered,3,10/24/20,NORMAL,STRAY,32
BLACK,Neutered,3,11/8/20,NORMAL,STRAY,32
BLACK,Spayed,4,1/20/21,ILL SEVERE,STRAY,32
BLACK,Spayed,3,4/10/21,ILL MILD,OWNER SURRENDER,32
TORTIE,Spayed,6,7/16/21,NORMAL,CONFISCATE,32
BLACK,Neutered,2,8/21/21,NORMAL,STRAY,32
BLACK,Neutered,2,8/21/21,NORMAL,STRAY,32
GRAY TABBY,Spayed,2,11/2/21,UNDER AGE/WEIGHT,WELFARE SEIZED,32
BLACK,Neutered,1,6/15/22,UNDER AGE/WEIGHT,STRAY,32
BRN TABBY,Neutered,6,6/20/22,NORMAL,WELFARE SEIZED,32
BRN TABBY,Neutered,1,7/2/22,WELFARE SEIZURES,WELFARE SEIZED,32
TAN,Spayed,1,7/6/22,UNDER AGE/WEIGHT,STRAY,32
BRN TABBY,Neutered,1,10/1/22,UNDER AGE/WEIGHT,STRAY,32
TORTIE,Spayed,1,10/1/22,UNDER AGE/WEIGHT,STRAY,32
GRAY,Spayed,2,10/8/22,NORMAL,WELFARE SEIZED,32
TORTIE,Spayed,1,10/15/22,NORMAL,STRAY,32
GRAY TABBY,Spayed,1,10/18/22,UNDER AGE/WEIGHT,STRAY,32
BRN TABBY,Neutered,1,11/2/22,NORMAL,"TRAP, NEUTER, RETURN",32
GRAY TABBY,Neutered,1,2/15/23,INJURED  MILD,STRAY,32
BLACK,Spayed,1,7/22/23,NORMAL,STRAY,32
BRN TABBY,Neutered,8,3/15/17,INJURED  MILD,STRAY,31
BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,31
BLACK,Spayed,7,7/2/17,NORMAL,STRAY,31
BRN TABBY,Female,7,8/23/17,NORMAL,STRAY,31
ORG TABBY,Male,6,11/4/17,NORMAL,STRAY,31
BLACK,Spayed,18,2/21/18,NORMAL,OWNER SURRENDER,31
BLACK,Male,5,6/2/18,UNDER AGE/WEIGHT,STRAY,31
BLACK,Neutered,9,3/10/19,NORMAL,STRAY,31
GRAY,Neutered,4,8/7/19,UNDER AGE/WEIGHT,STRAY,31
BRN TABBY,Female,11,1/2/20,ILL SEVERE,STRAY,31
GRAY,Spayed,5,2/2/20,ILL MODERATETE,RETURN,31
BRN TABBY,Neutered,3,7/2/20,NORMAL,STRAY,31
BRN TABBY,Neutered,4,11/17/20,NORMAL,STRAY,31
BRN TABBY,Spayed,2,7/4/21,NORMAL,STRAY,31
ORG TABBY,Neutered,7,8/8/21,NORMAL,STRAY,31
TORTIE,Spayed,3,8/22/21,ILL MILD,STRAY,31
ORG TABBY,Neutered,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,31
GRAY,Neutered,5,3/16/22,NORMAL,STRAY,31
BLACK,Neutered,1,6/5/22,UNDER AGE/WEIGHT,STRAY,31
GRAY,Spayed,3,6/26/22,ILL MILD,STRAY,31
BLACK,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,31
GRAY,Neutered,0,4/20/23,FRACTIOUS,STRAY,31
CALICO,Female,7,1/13/17,NORMAL,CONFISCATE,30
TORTIE,Spayed,11,5/4/17,NORMAL,OWNER SURRENDER,30
BLACK,Female,6,7/24/17,ILL MILD,STRAY,30
LYNX PT,Spayed,9,9/14/17,NORMAL,STRAY,30
SEAL PT,Male,6,9/20/17,NORMAL,STRAY,30
SEAL PT,Female,6,10/19/17,UNDER AGE/WEIGHT,STRAY,30
CALICO,Female,6,11/1/17,NORMAL,STRAY,30
BRN TABBY,Female,9,11/17/17,NORMAL,STRAY,30
BLACK,Spayed,5,7/11/18,NORMAL,STRAY,30
GRAY TABBY,Spayed,6,7/23/18,NORMAL,CONFISCATE,30
TORTIE DIL,Female,6,7/23/18,NORMAL,CONFISCATE,30
BLACK,Neutered,5,7/23/18,NORMAL,CONFISCATE,30
SEAL PT,Spayed,5,9/6/18,NORMAL,STRAY,30
ORG TABBY,Neutered,5,12/26/18,FRACTIOUS,STRAY,30
BLACK,Neutered,4,5/26/19,NORMAL,STRAY,30
GRAY TABBY,Male,4,7/5/19,UNDER AGE/WEIGHT,STRAY,30
CALICO,Spayed,4,7/13/19,UNDER AGE/WEIGHT,STRAY,30
BLACK,Neutered,4,12/5/19,NORMAL,STRAY,30
GRAY,Spayed,4,12/18/19,NORMAL,STRAY,30
BROWN,Spayed,4,2/6/20,NORMAL,STRAY,30
BLACK,Neutered,3,12/10/20,ILL MILD,STRAY,30
WHITE,Spayed,5,2/12/21,NORMAL,STRAY,30
BLACK,Neutered,2,7/21/21,NORMAL,STRAY,30
BLACK,Spayed,2,11/4/21,UNDER AGE/WEIGHT,STRAY,30
BLACK,Neutered,7,12/29/21,ILL MODERATETE,STRAY,30
BLACK,Spayed,2,1/13/22,NORMAL,STRAY,30
TORTIE,Spayed,9,5/12/22,NORMAL,OWNER SURRENDER,30
ORG TABBY,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,30
ORANGE,Spayed,1,5/27/22,UNDER AGE/WEIGHT,STRAY,30
GRAY,Neutered,3,6/23/22,NORMAL,RETURN,30
CHOC PT,Spayed,3,10/5/22,NORMAL,OWNER SURRENDER,30
BLACK,Female,11,2/22/23,BEHAVIOR  MODERATE,OWNER SURRENDER,30
GRAY,Neutered,1,3/10/23,NORMAL,STRAY,30
BLACK,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,30
GRAY,Neutered,0,4/21/23,I/I REPORT,STRAY,30
ORG TABBY,Female,11,5/6/17,NORMAL,OWNER SURRENDER,29
BRN TABBY,Neutered,7,5/3/18,NORMAL,STRAY,29
BLACK,Spayed,5,11/2/18,NORMAL,STRAY,29
ORANGE,Neutered,11,3/14/19,NORMAL,OWNER SURRENDER,29
TORTIE,Female,4,4/26/19,NORMAL,STRAY,29
CALICO,Female,4,5/30/19,UNDER AGE/WEIGHT,STRAY,29
CALICO,Spayed,4,11/16/19,NORMAL,STRAY,29
BLACK,Spayed,9,11/30/19,NORMAL,OWNER SURRENDER,29
GRAY TABBY,Spayed,3,5/20/21,NORMAL,STRAY,29
BRN TABBY,Spayed,2,7/1/21,UNDER AGE/WEIGHT,STRAY,29
WHITE,Neutered,2,8/11/21,NORMAL,STRAY,29
SLVR TABBY,Spayed,2,8/24/21,UNDER AGE/WEIGHT,STRAY,29
TORTIE,Spayed,5,8/25/21,NORMAL,STRAY,29
ORG TABBY,Neutered,4,9/1/21,INJURED  MILD,OWNER SURRENDER,29
GRAY,Neutered,2,9/7/21,NORMAL,STRAY,29
BROWN,Neutered,13,8/13/22,ILL MILD,STRAY,29
BLACK,Spayed,1,11/11/22,NORMAL,STRAY,29
WHITE,Neutered,1,11/17/22,ILL MILD,STRAY,29
CREAM,Neutered,0,4/14/23,ILL MILD,STRAY,29
ORANGE,Male,10,6/15/17,NORMAL,OWNER SURRENDER,28
BLACK,Spayed,7,7/14/17,NORMAL,STRAY,28
BRN TABBY,Male,6,9/3/17,UNDER AGE/WEIGHT,STRAY,28
YELLOW,Neutered,6,9/15/17,FERAL,STRAY,28
BLACK,Neutered,9,1/13/18,NORMAL,OWNER SURRENDER,28
BRN TABBY,Female,5,5/31/18,UNDER AGE/WEIGHT,STRAY,28
GRAY,Spayed,12,5/31/18,NORMAL,OWNER SURRENDER,28
WHITE,Spayed,8,12/6/18,NORMAL,STRAY,28
BLACK,Spayed,4,7/6/19,NORMAL,STRAY,28
GRAY TABBY,Female,5,7/27/19,NORMAL,STRAY,28
ORG TABBY,Neutered,7,8/2/19,NORMAL,WELFARE SEIZED,28
BRN TABBY,Neutered,4,12/8/19,NORMAL,STRAY,28
BLACK,Female,4,2/8/20,NORMAL,STRAY,28
TORTIE,Spayed,3,6/26/20,NORMAL,STRAY,28
WHITE,Spayed,3,10/15/20,NORMAL,STRAY,28
BLACK,Neutered,8,10/24/20,INJURED  MODERATE,STRAY,28
ORG TABBY,Neutered,5,2/6/21,INJURED  MODERATE,STRAY,28
GRAY TABBY,Neutered,3,3/25/21,NORMAL,OWNER SURRENDER,28
BLACK,Neutered,2,6/11/21,UNDER AGE/WEIGHT,STRAY,28
BLACK,Spayed,2,6/30/21,NORMAL,STRAY,28
BLACK,Spayed,2,7/21/21,NORMAL,STRAY,28
BRN TABBY,Spayed,2,7/21/21,NORMAL,STRAY,28
BRN TABBY,Neutered,12,8/4/21,ILL MILD,STRAY,28
BRN TABBY,Neutered,2,9/30/21,INJURED  MILD,STRAY,28
WHITE,Neutered,7,11/17/21,NORMAL,OWNER SURRENDER,28
ORANGE,Neutered,1,4/13/22,UNDER AGE/WEIGHT,STRAY,28
CREAM,Neutered,8,5/4/22,NORMAL,OWNER SURRENDER,28
BLACK,Spayed,1,6/5/22,UNDER AGE/WEIGHT,STRAY,28
BLACK,Neutered,1,6/29/22,UNDER AGE/WEIGHT,STRAY,28
BLACK,Neutered,1,6/29/22,UNDER AGE/WEIGHT,STRAY,28
GRAY,Spayed,1,9/10/22,UNDER AGE/WEIGHT,STRAY,28
GRAY TABBY,Neutered,1,11/5/22,ILL MODERATETE,STRAY,28
BLACK,Neutered,9,1/12/23,NORMAL,OWNER SURRENDER,28
GRAY,Neutered,5,3/29/23,NORMAL,OWNER SURRENDER,28
CALICO,Spayed,7,3/18/17,NORMAL,STRAY,27
BLACK,Male,6,6/2/17,NORMAL,STRAY,27
BLACK,Male,6,6/30/17,NORMAL,STRAY,27
BLACK,Female,6,6/30/17,NORMAL,STRAY,27
GRAY,Spayed,20,7/15/17,NORMAL,OWNER SURRENDER,27
BRN TABBY,Neutered,10,9/17/17,NORMAL,STRAY,27
CALICO,Spayed,7,12/10/17,NORMAL,STRAY,27
BLACK,Female,6,1/14/18,NORMAL,STRAY,27
CALICO,Spayed,8,1/23/18,NORMAL,STRAY,27
WHITE,Spayed,7,6/8/18,NORMAL,STRAY,27
BRN TABBY,Female,5,11/3/18,NORMAL,STRAY,27
TORTIE,Spayed,6,5/9/19,NORMAL,STRAY,27
BLACK,Spayed,4,5/25/19,UNDER AGE/WEIGHT,STRAY,27
BLACK,Spayed,4,6/14/19,NORMAL,STRAY,27
TORTIE,Spayed,4,7/12/19,NORMAL,STRAY,27
CALICO,Spayed,4,8/10/19,NORMAL,STRAY,27
ORG TABBY,Neutered,11,11/24/19,ILL SEVERE,STRAY,27
GRAY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,27
BRN TABBY,Neutered,3,8/15/20,FRACTIOUS,STRAY,27
SEAL,Spayed,3,10/18/20,ILL SEVERE,STRAY,27
GRAY,Neutered,3,10/18/20,ILL SEVERE,STRAY,27
BLACK,Spayed,3,11/8/20,NORMAL,STRAY,27
BLACK,Spayed,3,11/21/20,NORMAL,STRAY,27
CALICO,Spayed,3,12/10/20,ILL MILD,STRAY,27
BLACK,Spayed,3,12/10/20,ILL MILD,STRAY,27
BRN TABBY,Neutered,3,12/20/20,NORMAL,STRAY,27
GRAY,Neutered,2,6/17/21,ILL SEVERE,STRAY,27
WHITE,Neutered,6,7/10/21,BEHAVIOR  MILD,QUARANTINE,27
BLUE,Spayed,9,9/11/21,NORMAL,OWNER SURRENDER,27
BLACK,Spayed,1,4/10/22,UNDER AGE/WEIGHT,STRAY,27
GRAY,Neutered,1,5/5/22,NORMAL,OWNER SURRENDER,27
GRAY,Neutered,3,5/15/22,NORMAL,OWNER SURRENDER,27
CALICO DIL,Spayed,1,5/22/22,UNDER AGE/WEIGHT,STRAY,27
BLACK,Spayed,1,5/27/22,UNDER AGE/WEIGHT,STRAY,27
BLACK,Neutered,1,6/5/22,UNDER AGE/WEIGHT,STRAY,27
BLACK,Spayed,1,7/15/22,NORMAL,STRAY,27
GRAY,Spayed,1,7/28/22,UNDER AGE/WEIGHT,STRAY,27
BLACK,Neutered,6,8/22/22,INJURED  MILD,STRAY,27
GRAY,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,27
BRN TABBY,Neutered,5,1/28/23,ILL MODERATETE,STRAY,27
BLACK,Neutered,6,7/16/17,NORMAL,STRAY,26
BRN TABBY,Spayed,6,7/16/17,NORMAL,STRAY,26
TORTIE DIL,Female,6,7/26/17,NORMAL,STRAY,26
WHITE,Neutered,10,10/7/17,NORMAL,STRAY,26
BLACK,Spayed,5,5/13/18,UNDER AGE/WEIGHT,STRAY,26
ORANGE,Male,19,6/9/19,NORMAL,OWNER SURRENDER,26
BRN TABBY,Male,4,8/16/19,UNDER AGE/WEIGHT,STRAY,26
TORTIE,Spayed,7,12/14/19,BEHAVIOR  MILD,OWNER SURRENDER,26
BLACK,Spayed,3,10/16/20,NORMAL,STRAY,26
ORANGE,Spayed,3,1/29/21,INJURED  MILD,STRAY,26
CALICO TAB,Spayed,16,3/9/21,ILL SEVERE,CONFISCATE,26
ORG TABBY,Neutered,12,4/4/21,NORMAL,STRAY,26
SLVR TABBY,Spayed,2,8/8/21,NORMAL,STRAY,26
SEAL PT,Spayed,12,3/16/22,ILL MODERATETE,OWNER SURRENDER,26
BLACK,Spayed,1,6/19/22,NORMAL,STRAY,26
BRN TABBY,Spayed,1,6/19/22,ILL MILD,STRAY,26
BLACK,Spayed,1,7/1/22,UNDER AGE/WEIGHT,STRAY,26
GRAY,Spayed,1,9/13/22,ILL MILD,STRAY,26
ORG TABBY,Neutered,9,5/6/17,NORMAL,STRAY,25
CALICO,Female,6,7/23/17,NORMAL,STRAY,25
SEAL PT,Neutered,6,8/2/17,FERAL,STRAY,25
BRN TABBY,Spayed,6,10/1/17,FERAL,STRAY,25
GRAY,Neutered,6,10/1/17,NORMAL,STRAY,25
WHITE,Male,10,12/2/17,NORMAL,STRAY,25
TORTIE,Female,6,1/26/18,NORMAL,STRAY,25
GRAY,Male,6,7/23/18,NORMAL,CONFISCATE,25
BRN TABBY,Neutered,12,8/21/18,INJURED  MILD,STRAY,25
BLACK,Spayed,7,12/15/18,NORMAL,OWNER SURRENDER,25
BLACK,Male,7,12/28/18,NORMAL,CONFISCATE,25
WHITE,Spayed,6,3/13/19,NORMAL,STRAY,25
CALICO,Spayed,7,3/18/19,NORMAL,STRAY,25
WHITE,Spayed,4,5/22/19,INJURED  MILD,STRAY,25
BLACK,Male,4,5/25/19,UNDER AGE/WEIGHT,STRAY,25
BLACK,Neutered,4,5/26/19,NORMAL,STRAY,25
ORANGE,Neutered,8,6/8/19,NORMAL,STRAY,25
GRAY TABBY,Spayed,4,6/17/19,NORMAL,STRAY,25
BLACK,Neutered,9,6/29/19,NORMAL,OWNER SURRENDER,25
CALICO DIL,Spayed,4,12/1/19,NORMAL,STRAY,25
BLACK,Neutered,4,12/14/19,NORMAL,STRAY,25
GRAY,Neutered,4,1/18/20,ILL MODERATETE,OWNER SURRENDER,25
CRM TABBY,Neutered,10,2/23/20,NORMAL,STRAY,25
GRAY TABBY,Spayed,3,6/23/20,NORMAL,STRAY,25
BLACK,Spayed,3,6/23/20,NORMAL,STRAY,25
GRAY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,25
BRN TABBY,Neutered,3,8/16/20,FRACTIOUS,STRAY,25
WHITE,Spayed,4,8/26/20,ILL MODERATETE,STRAY,25
BLACK,Neutered,3,9/12/20,NORMAL,STRAY,25
BLACK,Spayed,3,10/17/20,NORMAL,QUARANTINE,25
BLK TABBY,Neutered,3,11/14/20,FRACTIOUS,STRAY,25
BLACK,Neutered,3,5/1/21,NORMAL,STRAY,25
ORANGE,Neutered,2,10/2/21,NORMAL,RETURN,25
GRAY,Spayed,2,10/9/21,INJURED  MILD,STRAY,25
BRN TABBY,Neutered,8,11/16/21,NORMAL,OWNER SURRENDER,25
GRAY,Neutered,6,3/9/22,FRACTIOUS,STRAY,25
GRAY TABBY,Neutered,9,5/7/22,ILL MILD,STRAY,25
BRN TABBY,Neutered,1,9/13/22,ILL MILD,STRAY,25
BLACK,Spayed,0,9/13/23,NORMAL,STRAY,25
LYNX PT,Female,6,5/10/17,ILL MILD,STRAY,24
GRAY,Neutered,15,7/9/17,NORMAL,OWNER SURRENDER,24
GRAY TABBY,Spayed,6,7/26/17,NORMAL,STRAY,24
WHITE,Spayed,17,8/30/17,ILL MILD,STRAY,24
GRAY,Female,6,12/15/17,NORMAL,STRAY,24
BLACK,Spayed,12,3/24/18,NORMAL,OWNER SURRENDER,24
GRAY TABBY,Spayed,5,5/23/18,NORMAL,STRAY,24
BLACK,Spayed,6,5/27/18,NORMAL,OWNER SURRENDER,24
LYNX PT,Male,5,9/5/18,NORMAL,STRAY,24
CALICO,Spayed,5,9/30/18,NORMAL,STRAY,24
BRN TABBY,Male,5,11/16/18,UNDER AGE/WEIGHT,STRAY,24
BLACK,Neutered,4,5/29/19,NORMAL,STRAY,24
BRN TABBY,Male,4,7/17/19,NORMAL,STRAY,24
GRAY,Female,4,7/28/19,NORMAL,STRAY,24
BLACK,Neutered,4,11/3/19,NORMAL,STRAY,24
WHITE,Neutered,4,11/3/19,NORMAL,STRAY,24
CALICO TAB,Spayed,3,6/21/20,NORMAL,STRAY,24
GRAY,Spayed,5,10/1/20,NORMAL,STRAY,24
BLACK,Neutered,3,10/4/20,NORMAL,STRAY,24
ORANGE,Neutered,6,10/20/20,NORMAL,STRAY,24
GRAY,Neutered,3,10/20/20,NORMAL,STRAY,24
BLACK,Neutered,6,11/29/20,NORMAL,STRAY,24
BLACK,Neutered,7,1/10/21,ILL MODERATETE,STRAY,24
TORTIE,Spayed,2,6/14/21,NORMAL,STRAY,24
BRN TABBY,Neutered,2,8/8/21,NORMAL,STRAY,24
TORTIE,Spayed,1,6/19/22,ILL SEVERE,STRAY,24
BLACK,Spayed,1,6/22/22,NORMAL,STRAY,24
BRN TABBY,Spayed,1,6/23/22,UNDER AGE/WEIGHT,STRAY,24
BRN TABBY,Spayed,1,6/23/22,UNDER AGE/WEIGHT,STRAY,24
TRICOLOR,Spayed,4,6/29/22,NORMAL,OWNER SURRENDER,24
WHITE,Neutered,1,8/24/22,UNDER AGE/WEIGHT,STRAY,24
GRAY,Spayed,1,8/24/22,UNDER AGE/WEIGHT,STRAY,24
CALICO,Spayed,1,9/7/22,NORMAL,OWNER SURRENDER,24
GRAY,Neutered,1,9/13/22,ILL MILD,STRAY,24
GRAY,Neutered,1,9/21/22,UNDER AGE/WEIGHT,STRAY,24
BLACK,Spayed,1,12/11/22,NORMAL,STRAY,24
BRN TABBY,Spayed,1,3/8/23,ILL SEVERE,OWNER SURRENDER,24
BRN TABBY,Spayed,9,2/16/17,NORMAL,STRAY,23
ORG TABBY,Neutered,13,5/18/17,NORMAL,OWNER SURRENDER,23
BRN TABBY,Female,6,6/16/17,NORMAL,STRAY,23
BRN TABBY,Female,6,6/16/17,NORMAL,STRAY,23
GRAY TABBY,Male,6,6/25/17,NORMAL,STRAY,23
GRAY TABBY,Spayed,9,7/20/17,NORMAL,OWNER SURRENDER,23
BRN TABBY,Neutered,5,11/28/18,NORMAL,STRAY,23
BLACK,Female,7,12/28/18,NORMAL,CONFISCATE,23
WHITE,Neutered,7,5/23/19,FRACTIOUS,STRAY,23
GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,23
GRAY TABBY,Spayed,4,8/7/19,NORMAL,STRAY,23
TORTIE,Spayed,4,8/15/19,NORMAL,STRAY,23
CALICO DIL,Female,5,2/13/20,NORMAL,OWNER SURRENDER,23
BLACK,Spayed,5,9/10/20,FRACTIOUS,STRAY,23
BLACK,Neutered,3,9/30/20,NORMAL,STRAY,23
BLACK,Male,9,10/15/20,FRACTIOUS,STRAY,23
CALICO,Spayed,3,11/5/20,NORMAL,STRAY,23
ORANGE,Neutered,7,4/13/21,FRACTIOUS,STRAY,23
CALICO TAB,Spayed,2,6/24/21,ILL MILD,STRAY,23
ORANGE,Neutered,3,8/11/21,NORMAL,STRAY,23
SNOWSHOE,Neutered,2,11/4/21,UNDER AGE/WEIGHT,STRAY,23
WHITE,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,23
GRAY,Neutered,1,6/23/22,ILL MILD,STRAY,23
BLACK,Spayed,1,6/23/22,ILL MILD,STRAY,23
BRN TABBY,Neutered,1,6/29/22,INJURED  MODERATE,STRAY,23
GRAY,Neutered,1,6/30/22,UNDER AGE/WEIGHT,STRAY,23
BRN TABBY,Spayed,1,8/25/22,UNDER AGE/WEIGHT,STRAY,23
BLACK,Neutered,1,12/8/22,UNDER AGE/WEIGHT,STRAY,23
ORG TABBY,Spayed,0,4/14/23,ILL MILD,STRAY,23
CREAM,Neutered,0,4/14/23,ILL MILD,STRAY,23
GRAY TABBY,Neutered,0,6/15/23,ILL MILD,STRAY,23
SEAL PT,Neutered,0,8/23/23,INJURED  MILD,STRAY,23
ORG TABBY,Male,6,5/10/17,FERAL,STRAY,22
BLACK,Spayed,6,7/20/17,NORMAL,STRAY,22
TAN,Female,15,7/21/17,FERAL,OWNER SURRENDER,22
BRN TABBY,Neutered,7,9/30/17,NORMAL,STRAY,22
BLACK,Male,5,1/3/18,NORMAL,STRAY,22
BRN TABBY,Female,5,5/31/18,UNDER AGE/WEIGHT,STRAY,22
BLACK,Spayed,5,8/22/18,NORMAL,STRAY,22
GRAY TABBY,Spayed,5,9/4/18,INJURED  MILD,STRAY,22
ORG TABBY,Male,6,10/18/18,NORMAL,STRAY,22
TORTIE,Female,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
TORTIE,Spayed,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
CALICO,Spayed,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
BLACK,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
ORG TABBY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
GRAY,Male,4,5/24/19,UNDER AGE/WEIGHT,STRAY,22
BLACK,Female,4,6/14/19,NORMAL,STRAY,22
CALICO,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,22
GRAY TABBY,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,22
BRN TABBY,Neutered,4,1/14/20,FRACTIOUS,RETURN,22
BLACK,Spayed,4,2/12/20,NORMAL,STRAY,22
WHITE,Spayed,4,3/12/20,NORMAL,STRAY,22
GRAY TABBY,Spayed,5,5/30/20,NORMAL,OWNER SURRENDER,22
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,22
BRN TABBY,Neutered,4,6/25/20,NORMAL,OWNER SURRENDER,22
GRAY,Neutered,2,7/28/21,INJURED  MODERATE,STRAY,22
BRN TABBY,Spayed,2,8/11/21,NORMAL,STRAY,22
WHITE,Spayed,2,10/23/21,UNDER AGE/WEIGHT,STRAY,22
GRAY TABBY,Neutered,3,1/7/22,INJURED  MODERATE,STRAY,22
BLACK,Neutered,2,5/20/22,NORMAL,OWNER SURRENDER,22
GRAY TABBY,Male,1,7/1/22,UNDER AGE/WEIGHT,STRAY,22
GRAY,Spayed,1,10/7/22,NORMAL,STRAY,22
CALICO,Spayed,1,11/10/22,UNDER AGE/WEIGHT,STRAY,22
ORANGE,Neutered,1,11/12/22,INJURED  MODERATE,STRAY,22
GRAY,Neutered,4,2/17/23,NORMAL,RETURN,22
BLACK,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,22
BLACK,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,22
ORG TABBY,Neutered,2,6/3/23,INJURED  SEVERE,STRAY,22
BLACK,Spayed,5,9/6/23,NORMAL,WELFARE SEIZED,22
BLACK,Neutered,0,9/13/23,NORMAL,STRAY,22
BLACK,Male,13,7/6/17,NORMAL,STRAY,21
GRAY TABBY,Neutered,6,7/30/17,FERAL,STRAY,21
ORG TABBY,Male,6,9/13/17,BEHAVIOR  MILD,STRAY,21
ORG TABBY,Male,6,9/13/17,BEHAVIOR  MILD,STRAY,21
BRN TABBY,Spayed,6,10/4/17,FERAL,STRAY,21
ORG TABBY,Neutered,6,11/9/17,NORMAL,STRAY,21
ORG TABBY,Neutered,7,12/16/17,NORMAL,STRAY,21
CALICO,Spayed,6,3/29/18,NORMAL,STRAY,21
BLACK,Male,5,9/30/18,NORMAL,STRAY,21
CALICO,Female,5,10/5/18,NORMAL,STRAY,21
GRAY,Neutered,6,10/27/18,NORMAL,STRAY,21
GRAY,Male,5,10/28/18,NORMAL,STRAY,21
BRN TABBY,Spayed,5,3/15/19,NORMAL,STRAY,21
LYNX PT,Female,4,5/11/19,ILL MILD,STRAY,21
BRN TABBY,Spayed,7,5/25/19,FRACTIOUS,STRAY,21
CALICO,Spayed,4,6/20/19,UNDER AGE/WEIGHT,STRAY,21
CRM TABBY,Neutered,4,7/7/19,NORMAL,STRAY,21
WHITE,Female,6,7/10/19,NORMAL,STRAY,21
GRAY TABBY,Male,4,7/17/19,UNDER AGE/WEIGHT,STRAY,21
TORTIE DIL,Female,4,7/20/19,NORMAL,STRAY,21
GRAY TABBY,Spayed,5,9/6/19,FRACTIOUS,STRAY,21
ORG TABBY,Neutered,4,9/14/19,NORMAL,STRAY,21
GRAY TABBY,Neutered,4,9/25/19,INJURED  SEVERE,STRAY,21
TORTIE,Female,4,10/19/19,NORMAL,STRAY,21
WHITE,Neutered,4,11/9/19,NORMAL,STRAY,21
BLACK,Neutered,4,11/23/19,NORMAL,STRAY,21
GRAY,Neutered,4,12/19/19,INJURED  MILD,STRAY,21
ORANGE,Neutered,3,6/9/20,ILL MILD,STRAY,21
BLACK,Neutered,3,7/18/20,NORMAL,STRAY,21
BRN TABBY,Neutered,3,7/21/20,ILL MILD,STRAY,21
BRN TABBY,Spayed,9,7/30/20,NORMAL,STRAY,21
GRAY TABBY,Neutered,3,8/19/20,NORMAL,STRAY,21
BLACK,Spayed,3,10/2/20,NORMAL,WELFARE SEIZED,21
BLACK,Neutered,3,10/2/20,NORMAL,WELFARE SEIZED,21
CALICO TAB,Spayed,3,10/11/20,BEHAVIOR  MILD,RETURN,21
BRN TABBY,Spayed,3,10/14/20,NORMAL,STRAY,21
CALICO TAB,Spayed,3,10/14/20,NORMAL,STRAY,21
BRN TABBY,Spayed,3,10/15/20,NORMAL,STRAY,21
WHITE,Spayed,3,11/11/20,NORMAL,STRAY,21
BRN TABBY,Neutered,3,12/20/20,NORMAL,STRAY,21
GRAY,Neutered,5,8/25/21,NORMAL,STRAY,21
GRAY,Spayed,10,2/13/22,NORMAL,OWNER SURRENDER,21
BLACK,Neutered,3,3/19/22,NORMAL,OWNER SURRENDER,21
BRN TABBY,Neutered,2,4/3/22,ILL MILD,STRAY,21
BLACK,Spayed,1,4/29/22,UNDER AGE/WEIGHT,STRAY,21
GRAY,Neutered,1,6/30/22,UNDER AGE/WEIGHT,STRAY,21
TRICOLOR,Spayed,4,7/29/22,ILL MILD,RETURN,21
ORANGE,Neutered,1,8/11/22,UNDER AGE/WEIGHT,STRAY,21
BLACK,Neutered,4,9/29/22,INJURED  MODERATE,STRAY,21
L-C PT,Spayed,1,10/8/22,UNDER AGE/WEIGHT,STRAY,21
BLK TABBY,Neutered,1,11/26/22,NORMAL,STRAY,21
BRN TABBY,Spayed,1,12/21/22,NORMAL,STRAY,21
GRAY TABBY,Neutered,1,12/21/22,NORMAL,STRAY,21
CALICO,Spayed,8,3/29/23,NORMAL,OWNER SURRENDER,21
GRAY,Neutered,2,7/5/23,INJURED  SEVERE,STRAY,21
ORANGE,Neutered,6,7/22/17,NORMAL,CONFISCATE,20
BLACK,Spayed,6,8/4/17,NORMAL,STRAY,20
BLACK,Neutered,6,8/4/17,NORMAL,STRAY,20
WHITE,Neutered,22,8/6/17,NORMAL,OWNER SURRENDER,20
