Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed,Primary_Color_encoded,Sex_encoded,Intake_Condition_encoded,Intake_Type_encoded
GRAY TABBY,Spayed,3,3/2/22,NORMAL,OWNER SURRENDER,43,16,3,13,1
BLACK,Neutered,1,6/15/22,NORMAL,STRAY,43,0,2,13,3
ORG TABBY,Spayed,1,6/24/22,UNDER AGE/WEIGHT,STRAY,43,22,3,14,3
WHITE,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,43,32,2,14,3
BLACK,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,43,0,2,14,3
BLACK,Neutered,6,10/11/22,INJURED  MILD,STRAY,43,0,2,10,3
GRAY TABBY,Neutered,3,1/4/23,NORMAL,STRAY,43,16,2,13,3
GRAY,Neutered,1,5/6/23,ILL MILD,STRAY,43,15,2,7,3
LC LYNX PT,Spayed,0,7/20/23,ILL MODERATETE,STRAY,43,18,3,8,3
GRAY,Spayed,7,1/8/17,NORMAL,STRAY,42,15,3,13,3
GRAY,Female,7,5/7/17,ILL MODERATETE,STRAY,42,15,0,8,3
BRN TABBY,Spayed,6,6/30/17,FERAL,STRAY,42,5,3,4,3
GRAY,Neutered,6,6/30/17,FERAL,STRAY,42,15,2,4,3
WHITE,Neutered,9,6/30/17,NORMAL,STRAY,42,32,2,13,3
SEAL PT,Male,6,7/6/17,NORMAL,STRAY,42,24,1,13,3
BLACK,Spayed,6,4/20/18,NORMAL,STRAY,42,0,3,13,3
BLACK,Spayed,5,5/30/18,NORMAL,STRAY,42,0,3,13,3
BLACK,Spayed,6,7/15/18,NORMAL,STRAY,42,0,3,13,3
BRN TABBY,Spayed,6,11/16/18,NORMAL,STRAY,42,5,3,13,3
BRN TABBY,Neutered,5,11/24/18,FRACTIOUS,STRAY,42,5,2,5,3
BRN TABBY,Spayed,5,4/17/19,NORMAL,OWNER SURRENDER,42,5,3,13,1
GRAY TABBY,Spayed,4,6/1/19,FRACTIOUS,STRAY,42,16,3,5,3
GRAY TABBY,Neutered,4,6/29/19,NORMAL,STRAY,42,16,2,13,3
GRAY TABBY,Male,4,6/29/19,NORMAL,STRAY,42,16,1,13,3
CRM TABBY,Female,4,9/27/19,UNDER AGE/WEIGHT,STRAY,42,13,0,14,3
WHITE,Neutered,4,10/19/19,NORMAL,OWNER SURRENDER,42,32,2,13,1
BLACK,Spayed,4,11/27/19,NORMAL,STRAY,42,0,3,13,3
WHITE,Spayed,4,2/6/20,NORMAL,STRAY,42,32,3,13,3
GRAY TABBY,Spayed,3,7/29/20,ILL MILD,STRAY,42,16,3,7,3
ORANGE,Neutered,3,11/4/21,NORMAL,OWNER SURRENDER,42,21,2,13,1
WHITE,Neutered,3,11/27/21,ILL MODERATETE,STRAY,42,32,2,8,3
GRAY TABBY,Spayed,1,5/7/22,NORMAL,STRAY,42,16,3,13,3
BLACK,Neutered,1,6/11/22,NORMAL,STRAY,42,0,2,13,3
BLACK,Spayed,1,6/11/22,NORMAL,STRAY,42,0,3,13,3
WHITE,Spayed,3,6/16/22,INJURED  MODERATE,STRAY,42,32,3,11,3
BLACK,Neutered,1,11/4/22,ILL MILD,STRAY,42,0,2,7,3
S-T PT,Spayed,1,12/21/22,NORMAL,STRAY,42,23,3,13,3
GRAY TABBY,Spayed,0,6/23/23,ILL MILD,OWNER SURRENDER,42,16,3,7,1
BRN TABBY,Neutered,0,8/30/23,ILL MILD,STRAY,42,5,2,7,3
GRAY,Female,6,8/11/17,NORMAL,STRAY,41,15,0,13,3
WHITE,Neutered,9,6/22/18,INJURED  MODERATE,OWNER SURRENDER,41,32,2,11,1
CALICO,Spayed,5,7/20/18,FRACTIOUS,STRAY,41,8,3,5,3
GRAY TABBY,Neutered,5,11/3/18,NORMAL,STRAY,41,16,2,13,3
ORG TABBY,Neutered,5,11/8/18,FRACTIOUS,STRAY,41,22,2,5,3
GRAY,Spayed,5,12/15/18,NORMAL,STRAY,41,15,3,13,3
TORTIE,Spayed,7,7/12/19,NORMAL,STRAY,41,29,3,13,3
BLACK,Neutered,4,7/12/19,NORMAL,STRAY,41,0,2,13,3
GRAY,Neutered,4,8/4/19,ILL MILD,STRAY,41,15,2,7,3
BRN TABBY,Spayed,4,9/26/19,ILL MODERATETE,STRAY,41,5,3,8,3
GRAY TABBY,Neutered,4,9/26/19,ILL MODERATETE,STRAY,41,16,2,8,3
TORTIE,Spayed,6,11/25/19,NORMAL,STRAY,41,29,3,13,3
CHOC PT,Neutered,7,6/28/20,INJURED  MODERATE,STRAY,41,11,2,11,3
GRAY TABBY,Spayed,3,8/19/20,NORMAL,STRAY,41,16,3,13,3
CALICO,Spayed,5,10/15/20,ILL MODERATETE,STRAY,41,8,3,8,3
CALICO,Spayed,3,5/28/21,NORMAL,CONFISCATE,41,8,3,13,0
ORG TABBY,Spayed,2,7/25/21,UNDER AGE/WEIGHT,STRAY,41,22,3,14,3
GRAY,Neutered,5,7/26/21,NORMAL,CONFISCATE,41,15,2,13,0
WHITE,Neutered,5,7/26/21,NORMAL,CONFISCATE,41,32,2,13,0
ORANGE,Neutered,5,10/28/21,NORMAL,RETURN,41,21,2,13,2
BLACK,Neutered,4,3/26/22,NORMAL,STRAY,41,0,2,13,3
TORBI,Spayed,1,3/26/22,UNDER AGE/WEIGHT,STRAY,41,28,3,14,3
CALICO,Spayed,3,5/15/22,NORMAL,OWNER SURRENDER,41,8,3,13,1
WHITE,Neutered,7,8/18/22,NORMAL,OWNER SURRENDER,41,32,2,13,1
WHITE,Spayed,0,11/3/22,UNDER AGE/WEIGHT,STRAY,41,32,3,14,3
ORG TABBY,Neutered,5,2/5/23,INJURED  MILD,STRAY,41,22,2,10,3
BRN TABBY,Spayed,0,3/12/23,UNDER AGE/WEIGHT,STRAY,41,5,3,14,3
BLACK,Spayed,6,7/16/17,NORMAL,STRAY,40,0,3,13,3
TORTIE DIL,Spayed,5,11/9/18,NORMAL,STRAY,40,30,3,13,3
TORTIE,Spayed,5,11/9/18,NORMAL,STRAY,40,29,3,13,3
WHITE,Male,4,6/4/19,ILL MILD,STRAY,40,32,1,7,3
GRAY TABBY,Neutered,4,6/14/19,NORMAL,STRAY,40,16,2,13,3
BRN TABBY,Spayed,12,1/6/20,FRACTIOUS,OWNER SURRENDER,40,5,3,5,1
BLACK,Female,4,1/17/20,NORMAL,STRAY,40,0,0,13,3
BLACK,Neutered,8,6/19/20,FRACTIOUS,STRAY,40,0,2,5,3
BRN TABBY,Neutered,3,6/23/20,NORMAL,STRAY,40,5,2,13,3
BLACK,Neutered,3,6/26/20,NORMAL,STRAY,40,0,2,13,3
BLACK,Neutered,3,1/16/21,ILL MODERATETE,STRAY,40,0,2,8,3
FLAME PT,Neutered,2,8/21/21,NORMAL,STRAY,40,14,2,13,3
GRAY,Spayed,9,4/18/22,ILL MILD,OWNER SURRENDER,40,15,3,7,1
BLACK,Spayed,1,5/7/22,UNDER AGE/WEIGHT,STRAY,40,0,3,14,3
GRAY TABBY,Neutered,3,5/14/22,NORMAL,STRAY,40,16,2,13,3
GRAY,Spayed,1,7/11/22,UNDER AGE/WEIGHT,STRAY,40,15,3,14,3
BLACK,Neutered,1,7/22/22,ILL MODERATETE,STRAY,40,0,2,8,3
BLACK,Neutered,1,11/4/22,ILL MILD,STRAY,40,0,2,7,3
GRAY TABBY,Neutered,0,12/18/22,NORMAL,STRAY,40,16,2,13,3
GRAY,Female,0,4/23/23,UNDER AGE/WEIGHT,STRAY,40,15,0,14,3
BLUE,Neutered,16,1/7/17,NORMAL,STRAY,39,3,2,13,3
GRAY TABBY,Spayed,7,9/6/17,NORMAL,STRAY,39,16,3,13,3
CRM TABBY,Female,6,9/16/17,UNDER AGE/WEIGHT,STRAY,39,13,0,14,3
BLACK,Neutered,5,9/30/18,NORMAL,STRAY,39,0,2,13,3
SEAL PT,Spayed,5,10/27/18,INJURED  MILD,STRAY,39,24,3,10,3
ORG TABBY,Neutered,3,8/26/20,NORMAL,STRAY,39,22,2,13,3
LYNX PT,Spayed,4,9/5/20,NORMAL,STRAY,39,20,3,13,3
GRAY TABBY,Neutered,2,7/10/21,UNDER AGE/WEIGHT,STRAY,39,16,2,14,3
GRAY,Neutered,2,7/10/21,UNDER AGE/WEIGHT,STRAY,39,15,2,14,3
BLACK,Spayed,2,8/18/21,INJURED  MODERATE,STRAY,39,0,3,11,3
GRAY,Neutered,2,8/21/21,NORMAL,STRAY,39,15,2,13,3
GRAY,Neutered,1,3/26/22,UNDER AGE/WEIGHT,STRAY,39,15,2,14,3
WHITE,Neutered,1,6/4/22,ILL MILD,STRAY,39,32,2,7,3
BRN TABBY,Spayed,4,1/18/23,ILL MODERATETE,STRAY,39,5,3,8,3
BLACK,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,39,0,2,14,3
ORG TABBY,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,39,22,2,14,3
WHITE,Spayed,0,4/23/23,UNDER AGE/WEIGHT,STRAY,39,32,3,14,3
BLACK,Spayed,1,5/3/23,ILL MILD,STRAY,39,0,3,7,3
ORG TABBY,Neutered,6,4/12/17,ILL MODERATETE,STRAY,38,22,2,8,3
BLACK,Spayed,11,9/6/17,NORMAL,STRAY,38,0,3,13,3
GRAY TABBY,Spayed,6,9/23/17,NORMAL,STRAY,38,16,3,13,3
WHITE,Spayed,6,9/23/17,NORMAL,STRAY,38,32,3,13,3
TORTIE DIL,Spayed,6,9/23/17,NORMAL,STRAY,38,30,3,13,3
SEAL PT,Spayed,22,1/3/18,NORMAL,OWNER SURRENDER,38,24,3,13,1
SEAL PT,Neutered,7,5/13/18,NORMAL,STRAY,38,24,2,13,3
WHITE,Female,5,7/20/18,FRACTIOUS,STRAY,38,32,0,5,3
ORG TABBY,Female,5,9/20/18,NORMAL,STRAY,38,22,0,13,3
BLACK,Neutered,5,9/30/18,NORMAL,STRAY,38,0,2,13,3
CALICO,Spayed,9,1/6/19,NORMAL,STRAY,38,8,3,13,3
BRN TABBY,Spayed,6,2/24/19,INJURED  SEVERE,STRAY,38,5,3,12,3
BRN TABBY,Neutered,4,10/9/19,NORMAL,STRAY,38,5,2,13,3
BRN TABBY,Neutered,3,6/17/20,UNDER AGE/WEIGHT,STRAY,38,5,2,14,3
GRAY TABBY,Spayed,3,10/14/20,UNDER AGE/WEIGHT,STRAY,38,16,3,14,3
CALICO,Spayed,8,3/9/21,ILL SEVERE,CONFISCATE,38,8,3,9,0
TAN,Neutered,2,8/24/21,ILL MILD,STRAY,38,27,2,7,3
GRAY,Spayed,2,2/22/22,NORMAL,OWNER SURRENDER,38,15,3,13,1
GRAY TABBY,Spayed,1,4/13/22,UNDER AGE/WEIGHT,STRAY,38,16,3,14,3
CALICO,Spayed,1,9/7/22,UNDER AGE/WEIGHT,STRAY,38,8,3,14,3
GRAY,Neutered,2,11/22/22,NORMAL,OWNER SURRENDER,38,15,2,13,1
CREAM,Neutered,0,3/29/23,UNDER AGE/WEIGHT,STRAY,38,12,2,14,3
ORG TABBY,Neutered,3,3/29/23,NORMAL,OWNER SURRENDER,38,22,2,13,1
TORTIE,Spayed,3,3/29/23,NORMAL,OWNER SURRENDER,38,29,3,13,1
GRAY TABBY,Spayed,9,3/8/17,NORMAL,STRAY,37,16,3,13,3
GRAY TABBY,Male,6,8/3/17,INJURED  MILD,STRAY,37,16,1,10,3
BLACK,Neutered,9,10/26/17,NORMAL,STRAY,37,0,2,13,3
BRN TABBY,Spayed,5,12/19/18,NORMAL,STRAY,37,5,3,13,3
GRAY,Neutered,14,3/20/19,NORMAL,STRAY,37,15,2,13,3
BLACK,Spayed,4,5/23/19,UNDER AGE/WEIGHT,STRAY,37,0,3,14,3
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,37,5,3,13,3
GRAY,Spayed,3,9/10/20,NORMAL,STRAY,37,15,3,13,3
BLACK,Spayed,5,12/15/20,INJURED  MILD,RETURN,37,0,3,10,2
WHITE,Neutered,6,7/12/21,NORMAL,STRAY,37,32,2,13,3
BRN TABBY,Spayed,8,9/21/21,NORMAL,STRAY,37,5,3,13,3
BRN TABBY,Neutered,4,4/14/22,NORMAL,STRAY,37,5,2,13,3
ORG TABBY,Neutered,4,4/26/22,NORMAL,WELFARE SEIZED,37,22,2,13,4
BLACK,Spayed,2,5/19/22,NORMAL,STRAY,37,0,3,13,3
BLACK,Neutered,1,5/19/22,NORMAL,STRAY,37,0,2,13,3
GRAY TABBY,Neutered,1,5/19/22,NORMAL,STRAY,37,16,2,13,3
BLACK,Neutered,1,5/19/22,NORMAL,STRAY,37,0,2,13,3
BLACK,Spayed,1,7/27/22,NORMAL,WELFARE SEIZED,37,0,3,13,4
GRAY TABBY,Neutered,1,7/28/22,UNDER AGE/WEIGHT,STRAY,37,16,2,14,3
ORG TABBY,Neutered,2,9/1/22,NORMAL,STRAY,37,22,2,13,3
TORTIE DIL,Spayed,1,10/4/22,ILL SEVERE,STRAY,37,30,3,9,3
BLACK,Neutered,0,4/20/23,FRACTIOUS,STRAY,37,0,2,5,3
GRAY,Neutered,0,4/20/23,FRACTIOUS,STRAY,37,15,2,5,3
GRAY,Neutered,13,4/26/23,ILL MILD,STRAY,37,15,2,7,3
BLACK,Neutered,0,6/1/23,ILL MILD,STRAY,37,0,2,7,3
ORG TABBY,Neutered,12,6/7/17,NORMAL,STRAY,36,22,2,13,3
GRAY,Neutered,6,8/22/17,FERAL,STRAY,36,15,2,4,3
CALICO,Female,5,5/20/18,UNDER AGE/WEIGHT,STRAY,36,8,0,14,3
ORG TABBY,Neutered,9,7/13/18,ILL MILD,STRAY,36,22,2,7,3
WHITE,Neutered,6,10/5/18,NORMAL,OWNER SURRENDER,36,32,2,13,1
SEAL PT,Neutered,5,10/24/18,ILL MODERATETE,STRAY,36,24,2,8,3
BRN TABBY,Neutered,6,1/21/19,INJURED  MODERATE,STRAY,36,5,2,11,3
WHITE,Spayed,4,7/13/19,UNDER AGE/WEIGHT,STRAY,36,32,3,14,3
WHITE,Neutered,4,8/15/19,UNDER AGE/WEIGHT,STRAY,36,32,2,14,3
BRN TABBY,Neutered,8,1/24/20,NORMAL,OWNER SURRENDER,36,5,2,13,1
BLACK,Neutered,5,2/12/20,FRACTIOUS,STRAY,36,0,2,5,3
GRAY TABBY,Neutered,3,6/17/20,UNDER AGE/WEIGHT,STRAY,36,16,2,14,3
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,36,5,3,13,3
BRN TABBY,Neutered,6,7/23/20,NORMAL,OWNER SURRENDER,36,5,2,13,1
GRAY,Neutered,3,9/10/20,NORMAL,STRAY,36,15,2,13,3
BLACK,Spayed,3,10/7/20,NORMAL,STRAY,36,0,3,13,3
BLACK,Neutered,3,10/14/20,NORMAL,STRAY,36,0,2,13,3
WHITE,Spayed,3,10/30/20,UNDER AGE/WEIGHT,STRAY,36,32,3,14,3
ORANGE,Neutered,2,10/19/21,UNDER AGE/WEIGHT,STRAY,36,21,2,14,3
ORANGE,Neutered,4,11/20/21,INJURED  MODERATE,STRAY,36,21,2,11,3
BLACK,Neutered,2,2/4/22,ILL MILD,STRAY,36,0,2,7,3
BLACK,Neutered,1,5/20/22,INJURED  SEVERE,STRAY,36,0,2,12,3
BLACK,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,36,0,2,14,3
WHITE,Spayed,2,10/5/22,NORMAL,OWNER SURRENDER,36,32,3,13,1
CALICO,Spayed,3,1/4/23,NORMAL,OWNER SURRENDER,36,8,3,13,1
CALICO,Spayed,2,4/13/23,NORMAL,STRAY,36,8,3,13,3
WHITE,Spayed,2,4/21/23,INJURED  MILD,STRAY,36,32,3,10,3
WHITE,Spayed,5,8/16/23,ILL MODERATETE,STRAY,36,32,3,8,3
TORBI,Spayed,8,3/29/17,NORMAL,STRAY,35,28,3,13,3
LYNX PT,Spayed,6,8/17/17,BEHAVIOR  MODERATE,STRAY,35,20,3,2,3
GRAY,Male,6,10/15/17,NORMAL,STRAY,35,15,1,13,3
GRAY TABBY,Neutered,6,11/8/17,UNDER AGE/WEIGHT,STRAY,35,16,2,14,3
BLACK,Neutered,6,3/7/18,INJURED  MILD,STRAY,35,0,2,10,3
BLACK,Spayed,5,6/8/18,NORMAL,STRAY,35,0,3,13,3
BLACK,Neutered,5,11/21/18,NORMAL,STRAY,35,0,2,13,3
BLACK,Spayed,4,8/10/19,NORMAL,STRAY,35,0,3,13,3
TORTIE,Spayed,4,11/9/19,NORMAL,STRAY,35,29,3,13,3
BRN TABBY,Spayed,4,11/10/19,NORMAL,STRAY,35,5,3,13,3
ORANGE,Neutered,10,11/13/19,NORMAL,OWNER SURRENDER,35,21,2,13,1
GRAY TABBY,Neutered,4,11/16/19,NORMAL,STRAY,35,16,2,13,3
GRAY TABBY,Neutered,4,11/16/19,NORMAL,STRAY,35,16,2,13,3
BRN TABBY,Spayed,4,11/21/19,NORMAL,RETURN,35,5,3,13,2
BLACK,Neutered,4,12/1/19,BEHAVIOR  MODERATE,STRAY,35,0,2,2,3
BLACK,Spayed,4,12/1/19,BEHAVIOR  MODERATE,STRAY,35,0,3,2,3
GRAY TABBY,Spayed,3,6/17/20,UNDER AGE/WEIGHT,STRAY,35,16,3,14,3
TORTIE DIL,Spayed,3,10/31/20,NORMAL,STRAY,35,30,3,13,3
GRAY,Female,7,1/21/21,NORMAL,STRAY,35,15,0,13,3
GRAY,Spayed,2,6/6/21,NORMAL,STRAY,35,15,3,13,3
ORG TABBY,Spayed,2,6/9/21,NORMAL,STRAY,35,22,3,13,3
BRN TABBY,Spayed,2,7/21/21,NORMAL,STRAY,35,5,3,13,3
BLACK,Spayed,2,8/14/21,UNDER AGE/WEIGHT,STRAY,35,0,3,14,3
GRAY TABBY,Neutered,1,8/21/22,INJURED  SEVERE,STRAY,35,16,2,12,3
BLACK,Neutered,1,9/21/22,ILL MILD,STRAY,35,0,2,7,3
WHITE,Spayed,1,9/21/22,ILL MILD,STRAY,35,32,3,7,3
BLACK,Neutered,4,2/22/23,INJURED  MILD,STRAY,35,0,2,10,3
GRAY TABBY,Neutered,0,5/3/23,UNDER AGE/WEIGHT,STRAY,35,16,2,14,3
ORANGE,Neutered,10,4/27/17,NORMAL,OWNER SURRENDER,34,21,2,13,1
ORG TABBY,Male,6,9/2/17,NORMAL,OWNER SURRENDER,34,22,1,13,1
BLACK,Female,6,9/2/17,NORMAL,OWNER SURRENDER,34,0,0,13,1
BRN TABBY,Male,6,9/16/17,UNDER AGE/WEIGHT,STRAY,34,5,1,14,3
WHITE,Neutered,6,11/30/17,NORMAL,STRAY,34,32,2,13,3
WHITE,Neutered,9,4/8/18,NORMAL,STRAY,34,32,2,13,3
WHITE,Male,6,7/13/18,NORMAL,OWNER SURRENDER,34,32,1,13,1
ORG TABBY,Male,5,9/26/18,NORMAL,STRAY,34,22,1,13,3
GRAY,Neutered,4,6/7/19,NORMAL,STRAY,34,15,2,13,3
WHITE,Neutered,4,7/13/19,NORMAL,STRAY,34,32,2,13,3
BROWN,Neutered,7,7/28/19,NORMAL,STRAY,34,7,2,13,3
ORANGE,Neutered,6,8/11/19,NORMAL,OWNER SURRENDER,34,21,2,13,1
GRAY,Neutered,4,10/3/19,UNDER AGE/WEIGHT,STRAY,34,15,2,14,3
GRAY,Neutered,4,10/14/19,ILL MODERATETE,STRAY,34,15,2,8,3
BLACK,Spayed,4,11/10/19,NORMAL,STRAY,34,0,3,13,3
ORG TABBY,Neutered,10,6/21/20,NORMAL,WELFARE SEIZED,34,22,2,13,4
GRAY,Spayed,3,8/8/20,ILL MILD,STRAY,34,15,3,7,3
BRN TABBY,Neutered,3,9/5/20,INJURED  SEVERE,STRAY,34,5,2,12,3
GRAY TABBY,Neutered,3,9/10/20,NORMAL,STRAY,34,16,2,13,3
GRAY,Spayed,3,9/10/20,NORMAL,STRAY,34,15,3,13,3
GRAY TABBY,Spayed,3,9/18/20,NORMAL,STRAY,34,16,3,13,3
BLACK,Spayed,3,9/18/20,NORMAL,STRAY,34,0,3,13,3
BLACK,Spayed,3,10/4/20,NORMAL,STRAY,34,0,3,13,3
BLACK,Neutered,3,10/4/20,NORMAL,STRAY,34,0,2,13,3
GRAY,Spayed,3,11/12/20,INJURED  MILD,STRAY,34,15,3,10,3
GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,34,15,2,13,1
GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,34,15,2,13,1
GRAY TABBY,Neutered,1,7/28/22,UNDER AGE/WEIGHT,STRAY,34,16,2,14,3
GRAY TABBY,Neutered,9,8/18/22,NORMAL,RETURN,34,16,2,13,2
BLACK,Spayed,1,10/27/22,UNDER AGE/WEIGHT,STRAY,34,0,3,14,3
BRN TABBY,Spayed,1,10/27/22,UNDER AGE/WEIGHT,STRAY,34,5,3,14,3
WHITE,Spayed,1,5/25/23,NORMAL,STRAY,34,32,3,13,3
BLACK,Male,5,2/3/19,FRACTIOUS,STRAY,33,0,1,5,3
BLACK,Female,4,5/26/19,NORMAL,STRAY,33,0,0,13,3
SEAL PT,Female,4,7/5/19,NORMAL,STRAY,33,24,0,13,3
BRN TABBY,Spayed,6,7/12/19,NORMAL,STRAY,33,5,3,13,3
BLACK,Spayed,4,8/3/19,NORMAL,OWNER SURRENDER,33,0,3,13,1
BLACK,Spayed,3,7/14/20,ILL SEVERE,STRAY,33,0,3,9,3
CALICO,Spayed,3,1/23/21,NORMAL,OWNER SURRENDER,33,8,3,13,1
CRM TABBY,Neutered,2,6/7/21,NORMAL,STRAY,33,13,2,13,3
BRN TABBY,Neutered,2,6/11/21,NORMAL,STRAY,33,5,2,13,3
ORANGE,Neutered,2,8/21/21,NORMAL,STRAY,33,21,2,13,3
BLACK,Neutered,2,8/27/21,NORMAL,STRAY,33,0,2,13,3
ORG TABBY,Neutered,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,33,22,2,14,4
ORG TABBY,Spayed,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,33,22,3,14,4
GRAY,Spayed,1,9/4/22,UNDER AGE/WEIGHT,STRAY,33,15,3,14,3
BLACK,Spayed,0,5/7/23,NORMAL,STRAY,33,0,3,13,3
GRAY,Spayed,2,8/25/23,UNDER AGE/WEIGHT,STRAY,33,15,3,14,3
BLACK,Spayed,10,1/18/17,FERAL,OWNER SURRENDER,32,0,3,4,1
BRN TABBY,Male,6,8/12/17,NORMAL,STRAY,32,5,1,13,3
BLACK,Male,6,8/12/17,NORMAL,STRAY,32,0,1,13,3
BLACK,Female,6,10/19/17,UNDER AGE/WEIGHT,STRAY,32,0,0,14,3
ORG TABBY,Male,15,12/22/17,NORMAL,OWNER SURRENDER,32,22,1,13,1
SEAL PT,Spayed,5,4/17/18,NORMAL,STRAY,32,24,3,13,3
ORG TABBY,Neutered,5,8/1/18,NORMAL,STRAY,32,22,2,13,3
BLACK,Male,5,10/31/18,UNDER AGE/WEIGHT,STRAY,32,0,1,14,3
BLACK,Female,4,5/25/19,FRACTIOUS,STRAY,32,0,0,5,3
ORG TABBY,Male,4,6/5/19,FRACTIOUS,STRAY,32,22,1,5,3
ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,32,22,2,13,3
GRAY,Male,13,12/4/19,INJURED  MILD,STRAY,32,15,1,10,3
GRAY,Neutered,5,2/16/20,INJURED  MILD,STRAY,32,15,2,10,3
CRM TABBY,Neutered,12,10/13/20,INJURED  MILD,STRAY,32,13,2,10,3
BLACK,Neutered,3,10/24/20,NORMAL,STRAY,32,0,2,13,3
BLACK,Neutered,3,11/8/20,NORMAL,STRAY,32,0,2,13,3
BLACK,Spayed,4,1/20/21,ILL SEVERE,STRAY,32,0,3,9,3
BLACK,Spayed,3,4/10/21,ILL MILD,OWNER SURRENDER,32,0,3,7,1
TORTIE,Spayed,6,7/16/21,NORMAL,CONFISCATE,32,29,3,13,0
BLACK,Neutered,2,8/21/21,NORMAL,STRAY,32,0,2,13,3
BLACK,Neutered,2,8/21/21,NORMAL,STRAY,32,0,2,13,3
GRAY TABBY,Spayed,2,11/2/21,UNDER AGE/WEIGHT,WELFARE SEIZED,32,16,3,14,4
BLACK,Neutered,1,6/15/22,UNDER AGE/WEIGHT,STRAY,32,0,2,14,3
BRN TABBY,Neutered,6,6/20/22,NORMAL,WELFARE SEIZED,32,5,2,13,4
BRN TABBY,Neutered,1,7/2/22,WELFARE SEIZURES,WELFARE SEIZED,32,5,2,15,4
TAN,Spayed,1,7/6/22,UNDER AGE/WEIGHT,STRAY,32,27,3,14,3
BRN TABBY,Neutered,1,10/1/22,UNDER AGE/WEIGHT,STRAY,32,5,2,14,3
TORTIE,Spayed,1,10/1/22,UNDER AGE/WEIGHT,STRAY,32,29,3,14,3
GRAY,Spayed,2,10/8/22,NORMAL,WELFARE SEIZED,32,15,3,13,4
TORTIE,Spayed,1,10/15/22,NORMAL,STRAY,32,29,3,13,3
GRAY TABBY,Spayed,1,10/18/22,UNDER AGE/WEIGHT,STRAY,32,16,3,14,3
GRAY TABBY,Neutered,1,2/15/23,INJURED  MILD,STRAY,32,16,2,10,3
BLACK,Spayed,1,7/22/23,NORMAL,STRAY,32,0,3,13,3
BRN TABBY,Neutered,8,3/15/17,INJURED  MILD,STRAY,31,5,2,10,3
BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,31,5,0,13,3
BLACK,Spayed,7,7/2/17,NORMAL,STRAY,31,0,3,13,3
BRN TABBY,Female,7,8/23/17,NORMAL,STRAY,31,5,0,13,3
ORG TABBY,Male,6,11/4/17,NORMAL,STRAY,31,22,1,13,3
BLACK,Spayed,18,2/21/18,NORMAL,OWNER SURRENDER,31,0,3,13,1
BLACK,Male,5,6/2/18,UNDER AGE/WEIGHT,STRAY,31,0,1,14,3
BLACK,Neutered,9,3/10/19,NORMAL,STRAY,31,0,2,13,3
GRAY,Neutered,4,8/7/19,UNDER AGE/WEIGHT,STRAY,31,15,2,14,3
BRN TABBY,Female,11,1/2/20,ILL SEVERE,STRAY,31,5,0,9,3
GRAY,Spayed,5,2/2/20,ILL MODERATETE,RETURN,31,15,3,8,2
BRN TABBY,Neutered,3,7/2/20,NORMAL,STRAY,31,5,2,13,3
BRN TABBY,Neutered,4,11/17/20,NORMAL,STRAY,31,5,2,13,3
BRN TABBY,Spayed,2,7/4/21,NORMAL,STRAY,31,5,3,13,3
ORG TABBY,Neutered,7,8/8/21,NORMAL,STRAY,31,22,2,13,3
TORTIE,Spayed,3,8/22/21,ILL MILD,STRAY,31,29,3,7,3
ORG TABBY,Neutered,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,31,22,2,14,4
GRAY,Neutered,5,3/16/22,NORMAL,STRAY,31,15,2,13,3
BLACK,Neutered,1,6/5/22,UNDER AGE/WEIGHT,STRAY,31,0,2,14,3
GRAY,Spayed,3,6/26/22,ILL MILD,STRAY,31,15,3,7,3
BLACK,Neutered,1,9/1/22,UNDER AGE/WEIGHT,STRAY,31,0,2,14,3
GRAY,Neutered,0,4/20/23,FRACTIOUS,STRAY,31,15,2,5,3
CALICO,Female,7,1/13/17,NORMAL,CONFISCATE,30,8,0,13,0
TORTIE,Spayed,11,5/4/17,NORMAL,OWNER SURRENDER,30,29,3,13,1
BLACK,Female,6,7/24/17,ILL MILD,STRAY,30,0,0,7,3
LYNX PT,Spayed,9,9/14/17,NORMAL,STRAY,30,20,3,13,3
SEAL PT,Male,6,9/20/17,NORMAL,STRAY,30,24,1,13,3
SEAL PT,Female,6,10/19/17,UNDER AGE/WEIGHT,STRAY,30,24,0,14,3
CALICO,Female,6,11/1/17,NORMAL,STRAY,30,8,0,13,3
BRN TABBY,Female,9,11/17/17,NORMAL,STRAY,30,5,0,13,3
