Type,Breed,Color,Sex,Size,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Outcome Condition,Age,Color_encoded,Sex_encoded,Intake Condition_encoded,Intake Type_encoded,Breed_encoded,Size_encoded
CAT,DOMESTIC MH,WHITE/BLACK,Neutered,KITTN,A420771,09/29/2023,11/02/2023,34,STRAY,ADOPTION,HEALTHY,HEALTHY,0,26,2,0,5,11,0
CAT,DOMESTIC LH,BRN TABBY/WHITE,Spayed,SMALL,A421624,11/01/2023,11/02/2023,1,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,15,8,3,3,5,8,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A414738,01/05/2023,02/09/2023,35,STRAY,ADOPTION,HEALTHY,HEALTHY,1,6,3,0,5,13,0
CAT,DOMESTIC MH,GRAY,Spayed,KITTN,A418878,07/07/2023,09/07/2023,62,STRAY,ADOPTION,HEALTHY,HEALTHY,0,14,3,0,5,11,0
CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,A416382,03/25/2023,04/14/2023,20,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,18,3,0,3,34,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A420170,09/05/2023,09/26/2023,21,STRAY,ADOPTION,HEALTHY,HEALTHY,0,15,2,0,5,13,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A419937,08/25/2023,09/23/2023,29,STRAY,ADOPTION,HEALTHY,HEALTHY,0,17,2,0,5,13,3
CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,A393710,11/13/2019,11/16/2019,3,STRAY,ADOPTION,HEALTHY,HEALTHY,4,6,2,0,5,11,0
CAT,DOMESTIC SH,BLK TABBY,Neutered,KITTN,A419578,08/11/2023,09/19/2023,39,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,3,2,3,5,13,0
CAT,DOMESTIC MH,CALICO,Spayed,KITTN,A420091,09/01/2023,09/26/2023,25,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,11,3,0,3,11,0
CAT,DOMESTIC SH,BUFF,Spayed,KITTN,A418689,06/29/2023,09/27/2023,90,STRAY,ADOPTION,HEALTHY,HEALTHY,0,9,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,MED,A307642,06/05/2014,07/03/2014,28,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,11,6,2,2,5,13,2
CAT,DOMESTIC SH,BUFF,Neutered,KITTN,A418686,06/29/2023,09/27/2023,90,STRAY,ADOPTION,HEALTHY,HEALTHY,0,9,2,0,5,13,0
CAT,DOMESTIC MH,BLUE CREAM,Spayed,SMALL,A420011,08/29/2023,11/03/2023,66,STRAY,ADOPTION,HEALTHY,HEALTHY,2,4,3,0,5,11,3
CAT,DOMESTIC MH,TORTIE,Spayed,SMALL,A420156,09/05/2023,09/28/2023,23,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,24,3,0,3,11,3
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A420727,09/27/2023,11/03/2023,37,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,0,2,0,3,11,0
CAT,DOMESTIC LH,GRAY/WHITE,Neutered,KITTN,A327287,09/22/2015,11/04/2015,43,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,17,2,2,5,8,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A420018,08/29/2023,11/04/2023,67,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,21,2,3,5,13,0
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,A421397,10/20/2023,11/04/2023,15,STRAY,ADOPTION,HEALTHY,HEALTHY,0,16,3,0,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A420515,09/22/2023,10/27/2023,35,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,15,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A420108,09/01/2023,11/04/2023,64,CONFISCATE,ADOPTION,HEALTHY,TREATABLE/REHAB,0,6,2,0,2,13,3
CAT,DOMESTIC MH,TORTIE,Spayed,KITTN,A420726,09/27/2023,11/04/2023,38,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,24,3,0,3,11,0
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A421021,10/07/2023,11/02/2023,26,STRAY,ADOPTION,HEALTHY,HEALTHY,0,0,3,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A420577,09/22/2023,11/07/2023,46,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,1,3,3,5,13,0
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,A420579,09/22/2023,11/07/2023,46,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,8,2,3,5,11,0
CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,A421034,10/08/2023,11/07/2023,30,STRAY,ADOPTION,HEALTHY,HEALTHY,0,1,2,0,5,11,3
CAT,SIAMESE,SEAL PT,Neutered,SMALL,A421120,10/11/2023,11/07/2023,27,STRAY,ADOPTION,HEALTHY,HEALTHY,1,23,2,0,5,31,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A420612,09/22/2023,11/08/2023,47,STRAY,ADOPTION,UNKNOWN,PENDING,2,1,3,3,5,13,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,A420516,09/22/2023,11/01/2023,40,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,16,2,0,3,13,0
CAT,DOMESTIC MH,BLACK,Spayed,KITTN,A419698,08/16/2023,11/04/2023,80,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,0,3,3,5,11,0
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A420375,09/13/2023,11/09/2023,57,STRAY,ADOPTION,HEALTHY,HEALTHY,1,0,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A420506,10/10/2023,11/09/2023,30,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,6,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A420503,10/10/2023,11/09/2023,30,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,6,2,0,3,13,0
CAT,DOMESTIC MH,GRAY TABBY,Neutered,KITTN,A419671,08/15/2023,11/09/2023,86,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,15,2,3,5,11,0
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,A421032,10/08/2023,11/09/2023,32,STRAY,ADOPTION,HEALTHY,HEALTHY,0,8,2,0,5,11,3
CAT,ABYSSINIAN/MIX,BRN TABBY,Spayed,SMALL,A420543,09/20/2023,11/11/2023,52,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,6,3,0,3,0,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A420578,09/22/2023,11/11/2023,50,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,8,2,3,5,13,0
CAT,DOMESTIC SH,GRAY,Spayed,KITTN,A420380,09/13/2023,11/11/2023,59,STRAY,ADOPTION,HEALTHY,HEALTHY,0,14,3,0,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A420377,09/13/2023,11/11/2023,59,STRAY,ADOPTION,HEALTHY,HEALTHY,0,0,2,0,5,13,0
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A421240,10/14/2023,11/14/2023,31,STRAY,ADOPTION,HEALTHY,HEALTHY,0,11,3,0,5,13,3
CAT,DOMESTIC MH,TORTIE,Spayed,KITTN,A420724,09/27/2023,11/14/2023,48,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,24,3,0,3,11,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A421310,10/17/2023,11/14/2023,28,STRAY,ADOPTION,HEALTHY,HEALTHY,0,6,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A420580,09/22/2023,11/14/2023,53,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,6,2,3,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A420576,09/22/2023,11/14/2023,53,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,6,2,3,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,A420017,08/29/2023,11/14/2023,77,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,21,3,3,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A421423,10/21/2023,11/14/2023,24,STRAY,ADOPTION,HEALTHY,HEALTHY,0,21,2,0,5,13,3
CAT,DOMESTIC MH,BLUE CREAM,Spayed,SMALL,A420011,11/04/2023,11/14/2023,10,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,2,4,3,0,0,11,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A420872,10/03/2023,11/15/2023,43,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,17,3,3,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A420545,09/20/2023,11/11/2023,52,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,6,3,0,3,13,3
CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,A420146,09/02/2023,11/15/2023,74,STRAY,ADOPTION,HEALTHY,HEALTHY,0,21,3,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A422155,11/15/2023,11/15/2023,0,STRAY,RETURN TO OWNER,UNKNOWN,HEALTHY,2,1,2,3,5,13,3
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,SMALL,A420544,09/20/2023,11/15/2023,56,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,0,7,3,0,3,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A420815,09/30/2023,11/16/2023,47,STRAY,ADOPTION,UNKNOWN,HEALTHY,0,6,2,3,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Male,SMALL,A362546,10/12/2017,11/04/2017,23,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,6,15,1,3,5,13,3
CAT,DOMESTIC LH,WHITE/GRAY,Neutered,SMALL,A422081,11/13/2023,11/16/2023,3,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,-1,28,2,3,5,8,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A414566,12/28/2022,02/01/2023,35,STRAY,ADOPTION,HEALTHY,HEALTHY,2,0,3,0,5,13,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,A308885,07/09/2014,07/25/2014,16,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,17,3,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A322705,06/05/2015,07/04/2015,29,STRAY,ADOPTION,HEALTHY,HEALTHY,8,1,2,0,5,13,0
CAT,DOMESTIC MH,BLK TABBY,Neutered,KITTN,A366743,01/09/2018,01/17/2018,8,STRAY,ADOPTION,HEALTHY,HEALTHY,5,3,2,0,5,11,0
CAT,DOMESTIC LH,TORTIE,Spayed,KITTN,A391364,09/14/2019,11/09/2019,56,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,4,24,3,2,5,8,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A309978,08/09/2014,08/13/2014,4,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A333222,02/20/2016,03/03/2016,12,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,3,0,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A398100,06/23/2020,07/21/2020,28,CONFISCATE,ADOPTION,HEALTHY,HEALTHY,3,24,3,0,2,13,0
CAT,DOMESTIC MH,FLAME PT,Neutered,SMALL,A413794,10/21/2022,12/31/2022,71,CONFISCATE,ADOPTION,UNKNOWN,HEALTHY,5,13,2,3,2,11,3
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,KITTN,A346277,12/15/2016,12/30/2016,15,STRAY,ADOPTION,HEALTHY,HEALTHY,7,17,3,0,5,11,0
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A395970,02/05/2020,02/11/2020,6,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,-1,14,2,3,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A413099,09/01/2022,09/02/2022,1,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,5,8,3,3,5,13,3
CAT,DOMESTIC SH,BUFF/WHITE,Neutered,KITTN,A414198,11/17/2022,12/09/2022,22,STRAY,ADOPTION,HEALTHY,HEALTHY,1,10,2,0,5,13,0
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,MED,A327941,10/03/2015,11/18/2015,46,STRAY,ADOPTION,HEALTHY,HEALTHY,13,26,2,0,5,13,2
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A343223,10/05/2016,12/02/2016,58,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,15,3,2,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A355219,07/13/2017,08/01/2017,19,STRAY,ADOPTION,HEALTHY,HEALTHY,6,6,2,0,5,13,3
CAT,DOMESTIC SH,CALICO,Spayed,SMALL,A321211,05/01/2015,05/05/2015,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,11,3,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A340702,08/10/2016,09/10/2016,31,STRAY,ADOPTION,HEALTHY,HEALTHY,7,0,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A360547,09/01/2017,11/02/2017,62,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,8,2,2,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,A312742,10/15/2014,12/19/2014,65,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,8,1,2,5,13,0
CAT,SIAMESE,SEAL PT,Spayed,KITTN,A313053,10/24/2014,11/01/2014,8,STRAY,RETURN TO OWNER,UNTREATABLE,UNTREATABLE,9,23,3,4,5,31,0
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A334502,03/19/2016,04/05/2016,17,STRAY,ADOPTION,HEALTHY,HEALTHY,8,0,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A411793,06/11/2022,07/27/2022,46,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,1,6,3,0,3,13,0
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,A310337,08/19/2014,09/13/2014,25,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,22,2,2,5,13,0
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,SMALL,A312944,10/21/2014,10/25/2014,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,10,7,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A344795,11/05/2016,11/05/2016,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,10,6,2,0,5,13,3
CAT,SIAMESE/MIX,SEAL PT,Neutered,SMALL,A413671,10/14/2022,11/03/2022,20,STRAY,ADOPTION,HEALTHY,HEALTHY,2,23,2,0,5,34,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A337589,05/25/2016,08/11/2016,78,CONFISCATE,ADOPTION,TREATABLE/REHAB,HEALTHY,7,15,2,2,2,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A379286,11/02/2018,11/20/2018,18,STRAY,ADOPTION,HEALTHY,HEALTHY,6,1,2,0,5,13,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A406724,09/15/2021,10/02/2021,17,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,2,0,3,2,5,13,0
CAT,DOMESTIC SH,LYNX PT,Neutered,KITTN,A309484,07/25/2014,09/30/2014,67,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,18,2,0,3,13,0
CAT,DOMESTIC SH,TORTIE,Female,KITTN,A412273,07/03/2022,07/23/2022,20,CONFISCATE,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,1,24,0,2,2,13,0
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A372325,05/09/2018,05/23/2018,14,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,24,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,A323921,07/02/2015,07/11/2015,9,STRAY,ADOPTION,HEALTHY,HEALTHY,8,7,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,A328628,10/17/2015,10/21/2015,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,7,3,0,5,13,0
CAT,DOMESTIC LH,WHITE/BLACK,Neutered,SMALL,A348992,02/28/2017,03/18/2017,18,STRAY,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,16,26,2,1,5,8,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,A373299,06/02/2018,07/05/2018,33,STRAY,ADOPTION,HEALTHY,HEALTHY,7,8,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A323926,07/02/2015,07/15/2015,13,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,6,2,0,5,13,0
CAT,DOMESTIC LH,BRN TABBY,Spayed,KITTN,A329686,11/14/2015,11/28/2015,14,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,3,8,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A384171,02/02/2019,02/06/2019,4,STRAY,RETURN TO OWNER,UNKNOWN,TREATABLE/MANAGEABLE,-1,6,3,3,5,13,3
CAT,DOMESTIC MH,GRAY/WHITE,Neutered,SMALL,A400269,09/08/2020,09/18/2020,10,OWNER SURRENDER,ADOPTION,UNKNOWN,PENDING,3,17,2,3,3,11,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A406159,08/02/2021,08/13/2021,11,CONFISCATE,RETURN TO OWNER,UNKNOWN,PENDING,6,6,2,3,2,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A383977,01/25/2019,02/05/2019,11,STRAY,ADOPTION,HEALTHY,HEALTHY,5,6,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A333701,03/01/2016,03/04/2016,3,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,2,0,3,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A302327,02/03/2014,02/04/2014,1,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,14,1,3,0,5,13,3
CAT,DOMESTIC SH,BUFF,Neutered,KITTN,A307820,06/10/2014,08/13/2014,64,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,9,2,2,5,13,0
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,KITTN,A329608,11/10/2015,12/12/2015,32,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,17,3,2,5,11,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A412488,07/16/2022,08/26/2022,41,STRAY,ADOPTION,HEALTHY,HEALTHY,1,6,2,0,5,13,0
CAT,DOMESTIC SH,CALICO,Female,SMALL,A322515,05/29/2015,05/30/2015,1,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,9,11,0,1,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A401544,11/24/2020,12/05/2020,11,STRAY,ADOPTION,HEALTHY,HEALTHY,3,1,3,0,5,13,3
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,KITTN,A321465,05/08/2015,07/07/2015,60,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,26,2,2,5,13,0
CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,A333041,02/10/2016,02/16/2016,6,STRAY,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,15,8,2,2,5,11,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A323152,06/20/2015,06/30/2015,10,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,6,3,0,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A307528,06/03/2014,06/12/2014,9,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,24,3,0,3,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A339030,06/28/2016,07/09/2016,11,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,17,17,2,1,5,13,3
CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,A412234,07/01/2022,07/26/2022,25,STRAY,ADOPTION,HEALTHY,HEALTHY,1,6,2,0,5,8,0
CAT,DOMESTIC LH,GRAY/WHITE,Spayed,SMALL,A322402,05/26/2015,05/28/2015,2,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,17,3,0,5,8,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A369394,03/14/2018,05/19/2018,66,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,5,21,2,2,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A375494,08/21/2018,09/22/2018,32,STRAY,ADOPTION,HEALTHY,HEALTHY,5,1,3,0,5,13,0
CAT,DOMESTIC SH,BLUE CREAM,Spayed,KITTN,A354886,07/11/2017,07/29/2017,18,STRAY,ADOPTION,HEALTHY,HEALTHY,6,4,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A308210,06/21/2014,09/25/2014,96,STRAY,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,9,6,2,1,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A374023,06/14/2018,06/23/2018,9,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,1,3,0,3,13,0
CAT,DOMESTIC MH,GRAY TABBY/WHITE,Spayed,SMALL,A389665,07/25/2019,09/27/2019,64,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,16,3,2,5,11,3
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A407877,11/17/2021,12/28/2021,41,STRAY,ADOPTION,UNKNOWN,HEALTHY,2,21,2,3,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,A412579,07/23/2022,07/28/2022,5,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,1,8,1,3,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A323020,06/17/2015,07/17/2015,30,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A366771,01/10/2018,01/26/2018,16,STRAY,ADOPTION,HEALTHY,HEALTHY,10,6,2,0,5,13,3
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A331832,01/12/2016,01/20/2016,8,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,17,2,0,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A356736,08/12/2017,08/26/2017,14,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,15,2,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A387313,05/23/2019,07/02/2019,40,STRAY,ADOPTION,HEALTHY,PENDING,4,1,2,0,5,13,0
CAT,DOMESTIC LH,GRAY,Neutered,MED,A315594,01/08/2015,01/16/2015,8,STRAY,ADOPTION,HEALTHY,HEALTHY,9,14,2,0,5,8,2
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A327030,09/16/2015,10/01/2015,15,STRAY,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A313160,10/28/2014,11/04/2014,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,1,3,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A342606,09/22/2016,10/01/2016,9,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,1,3,0,3,13,0
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A353250,05/25/2017,08/01/2017,68,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,0,3,2,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,MED,A393739,11/14/2019,12/21/2019,37,STRAY,ADOPTION,HEALTHY,HEALTHY,4,0,2,0,5,13,2
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,A309530,07/29/2014,10/01/2014,64,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,22,2,2,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A391542,09/18/2019,10/12/2019,24,STRAY,ADOPTION,HEALTHY,HEALTHY,4,1,2,0,5,13,0
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,A321408,05/07/2015,07/28/2015,82,STRAY,ADOPTION,HEALTHY,HEALTHY,8,11,3,0,5,13,0
CAT,DOMESTIC MH,ORG TABBY,Neutered,SMALL,A020107,03/07/2015,03/19/2015,12,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,19,21,2,1,3,11,3
CAT,DOMESTIC LH,GRAY/WHITE,Neutered,SMALL,A312620,10/10/2014,10/22/2014,12,STRAY,ADOPTION,HEALTHY,HEALTHY,11,17,2,0,5,8,3
CAT,DOMESTIC MH,GRAY,Neutered,KITTN,A414010,11/02/2022,12/08/2022,36,STRAY,ADOPTION,HEALTHY,HEALTHY,1,14,2,0,5,11,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A387348,05/24/2019,07/20/2019,57,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,4,0,2,0,3,13,0
CAT,DOMESTIC MH,GRAY/WHITE,Spayed,SMALL,A309325,07/24/2014,07/29/2014,5,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,HEALTHY,-1,17,3,1,5,11,3
CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,A305429,04/16/2014,05/03/2014,17,STRAY,ADOPTION,HEALTHY,HEALTHY,9,18,2,0,5,34,0
CAT,SIAMESE/MIX,FLAME PT,Spayed,SMALL,A313932,11/18/2014,11/29/2014,11,STRAY,ADOPTION,HEALTHY,HEALTHY,9,13,3,0,5,34,3
CAT,DOMESTIC LH,GRAY/WHITE,Neutered,KITTN,A391134,09/04/2019,09/13/2019,9,STRAY,ADOPTION,HEALTHY,HEALTHY,4,17,2,0,5,8,0
CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,A371219,04/26/2018,05/12/2018,16,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,15,28,2,1,3,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A386858,05/10/2019,06/26/2019,47,TRANSFER,ADOPTION,HEALTHY,HEALTHY,6,6,3,0,6,13,3
