Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A665994,*Lihue,11/05/2013 07:22:00 PM,Nov 2013,07/25/2013,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A773787,*Scotch,08/18/2018 11:23:00 AM,Aug 2018,04/23/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby/White
A739344,Starman,01/08/2017 03:02:00 PM,Jan 2017,10/12/2016,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A758217,,09/19/2017 05:55:00 PM,Sep 2017,06/26/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A791254,Taco,03/28/2019 01:41:00 PM,Mar 2019,02/02/2019,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A730605,*Kirk,07/11/2016 05:19:00 PM,Jul 2016,03/07/2016,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A820080,*Theodore,08/23/2021 09:47:00 AM,Aug 2021,07/11/2013,Adoption,Foster,Cat,Neutered Male,8 years,Domestic Shorthair,Brown Tabby
A691208,,11/11/2014 06:13:00 PM,Nov 2014,12/31/2013,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
A718620,*Toby Sue,03/01/2016 01:53:00 PM,Mar 2016,07/23/2015,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black/White
A824845,,10/27/2020 06:28:00 PM,Oct 2020,10/22/2019,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue
A805280,*Vincent,12/14/2019 04:55:00 PM,Dec 2019,06/06/2019,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Orange Tabby/White
A783389,Binx,11/03/2018 02:24:00 PM,Nov 2018,05/01/2016,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A741111,*Bunny,02/18/2017 12:18:00 PM,Feb 2017,11/13/2016,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A827224,*Tinsel,02/18/2021 08:44:00 AM,Feb 2021,11/10/2020,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie
A770926,*Vern,09/19/2018 01:58:00 PM,Sep 2018,04/05/2018,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby
A760748,,10/28/2017 06:18:00 PM,Oct 2017,08/08/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie/White
A840506,Eva,08/13/2021 04:52:00 PM,Aug 2021,06/12/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby/White
A708904,*Dawson,12/07/2015 05:27:00 PM,Dec 2015,06/25/2015,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A772860,*Baxter,08/12/2018 12:16:00 PM,Aug 2018,05/02/2018,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A855631,Queso,05/14/2022 05:56:00 PM,May 2022,04/21/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair,Orange Tabby
A726724,*Bob-O,06/26/2016 06:19:00 PM,Jun 2016,04/06/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A710401,,10/31/2015 11:43:00 AM,Oct 2015,07/25/2015,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A710324,*Lilac,10/20/2015 09:36:00 AM,Oct 2015,07/14/2015,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White
A799847,,07/26/2019 01:05:00 PM,Jul 2019,04/30/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Black
A802952,*Jefe,12/04/2019 05:21:00 PM,Dec 2019,07/17/2019,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Blue Tabby/White
A887443,*Buck,09/16/2023 01:16:00 PM,Sep 2023,07/06/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A795659,,09/06/2019 11:33:00 AM,Sep 2019,05/02/2019,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Black
A812982,,02/06/2020 04:36:00 PM,Feb 2020,09/01/2019,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Black/White
A761380,*Coco,12/02/2017 01:43:00 PM,Dec 2017,07/28/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A842191,,09/27/2021 06:03:00 PM,Sep 2021,05/11/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Lynx Point
A672161,*Ava,03/29/2014 12:19:00 PM,Mar 2014,12/21/2013,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A704553,*Griffin,07/18/2015 08:29:00 PM,Jul 2015,04/30/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A702645,Molly,07/20/2015 05:27:00 PM,Jul 2015,05/16/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A880169,*Squirtle,09/16/2023 01:45:00 PM,Sep 2023,04/11/2023,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair,Lynx Point/White
A814935,*Elizabeth,05/12/2020 10:26:00 AM,May 2020,03/08/2018,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A787074,Murray,02/02/2019 05:18:00 PM,Feb 2019,01/07/2017,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A751297,Chai,07/01/2017 07:24:00 PM,Jul 2017,05/02/2017,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair,Chocolate
A751255,,07/31/2017 12:00:00 PM,Jul 2017,05/09/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A669846,,12/29/2013 06:36:00 PM,Dec 2013,09/28/2013,Adoption,,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point
A694681,Miss,01/25/2015 05:25:00 PM,Jan 2015,11/17/2014,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue
A776580,Niner,08/04/2018 05:30:00 PM,Aug 2018,05/25/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A699928,Dylan,05/26/2015 03:53:00 PM,May 2015,04/04/2005,Adoption,,Cat,Neutered Male,10 years,Siamese Mix,Flame Point
A888818,,09/14/2023 06:31:00 PM,Sep 2023,04/13/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby
A857610,*Maple,06/25/2022 12:38:00 PM,Jun 2022,04/18/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair,Black
A701642,*Sidney,06/16/2015 08:47:00 AM,Jun 2015,03/04/2015,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A822797,,10/22/2020 02:13:00 PM,Oct 2020,08/18/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A804352,*Cindy,10/16/2019 12:47:00 PM,Oct 2019,07/29/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Blue/White
A661648,K,03/25/2014 12:07:00 PM,Mar 2014,08/23/2003,Adoption,Foster,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby
A888817,*Zebra,09/16/2023 01:25:00 PM,Sep 2023,04/13/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby
A730764,Kicker,08/16/2016 03:45:00 PM,Aug 2016,03/10/2016,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Calico
A701396,*Wombat,06/19/2015 05:23:00 PM,Jun 2015,03/28/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A888820,,09/16/2023 02:12:00 PM,Sep 2023,04/13/2023,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black
A806767,*Marmalade,11/16/2019 05:41:00 PM,Nov 2019,10/15/2018,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A660347,Amelia,01/01/2014 05:18:00 PM,Jan 2014,06/30/2013,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Tortie
A757955,*Chopin,10/31/2017 04:59:00 PM,Oct 2017,08/16/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A762324,*Oskar,12/21/2017 03:39:00 PM,Dec 2017,10/12/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A822201,*Cora,10/03/2020 08:15:00 AM,Oct 2020,07/14/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A886592,*Mimi,09/16/2023 02:33:00 PM,Sep 2023,08/08/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A822549,Lightning,09/22/2020 07:05:00 PM,Sep 2020,06/04/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A734763,*Eevee,11/03/2016 02:04:00 PM,Nov 2016,08/15/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
A818603,,05/18/2021 10:27:00 AM,May 2021,02/18/2020,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Black
A876507,Butternut,06/14/2023 01:19:00 PM,Jun 2023,09/01/2021,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Orange Tabby/White
A840931,*Smoothie,09/29/2021 10:48:00 AM,Sep 2021,07/17/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A748689,Bagels,09/02/2017 04:15:00 PM,Sep 2017,01/05/2017,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,White/Black Tabby
A866622,Polar,10/08/2022 04:13:00 PM,Oct 2022,04/19/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Blue/White
A799594,*Midge,09/26/2019 10:24:00 AM,Sep 2019,07/10/2018,Adoption,Foster,Cat,Spayed Female,1 year,Snowshoe Mix,Lynx Point
A687332,Gigi,09/08/2014 04:50:00 PM,Sep 2014,06/03/2014,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A719403,*Abigail,02/12/2016 01:58:00 PM,Feb 2016,07/19/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A721065,Pippin,03/19/2016 07:01:00 PM,Mar 2016,01/28/2010,Adoption,,Cat,Neutered Male,6 years,Domestic Longhair Mix,Black
A835454,A835454,06/02/2021 05:34:00 PM,Jun 2021,03/26/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A740054,*Gruff,12/27/2016 10:31:00 PM,Dec 2016,12/10/2015,Adoption,,Cat,Intact Male,1 year,Siamese Mix,Lynx Point
A733291,Rumple,09/24/2016 05:28:00 PM,Sep 2016,07/19/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A767889,*Minnie,12/22/2019 03:41:00 PM,Dec 2019,03/08/2017,Adoption,,Cat,Spayed Female,2 years,Munchkin Shorthair Mix,Orange Tabby
A682833,Nala,09/13/2014 06:35:00 PM,Sep 2014,06/11/2014,Adoption,Foster,Cat,Spayed Female,3 months,Siamese Mix,Lilac Point
A838606,*Ethan,07/21/2021 04:25:00 PM,Jul 2021,05/09/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A840638,*Creek,09/07/2021 11:16:00 AM,Sep 2021,07/06/2021,Adoption,Foster,Cat,Neutered Male,2 months,Snowshoe Mix,Lynx Point/White
A822194,*Trash Panda,10/09/2020 04:47:00 PM,Oct 2020,07/28/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A756178,Lily,08/19/2017 11:19:00 AM,Aug 2017,05/16/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A666886,,11/12/2013 06:28:00 PM,Nov 2013,08/24/2013,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange
A667426,Salem,01/12/2014 03:00:00 PM,Jan 2014,11/17/2005,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A719790,*Kristoff,02/01/2016 01:30:00 PM,Feb 2016,11/27/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A774310,*Major,09/23/2018 12:31:00 PM,Sep 2018,06/10/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A830728,,10/06/2021 11:47:00 AM,Oct 2021,03/13/2021,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Torbie
A832058,Half Face,04/09/2021 05:57:00 PM,Apr 2021,04/06/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A666794,Churaca,11/30/2013 01:40:00 PM,Nov 2013,01/07/2013,Adoption,,Cat,Neutered Male,10 months,Domestic Medium Hair Mix,Brown Tabby
A826913,,12/14/2020 04:52:00 PM,Dec 2020,09/30/2020,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A798952,Toast,08/23/2019 01:31:00 PM,Aug 2019,07/02/2017,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A795822,*Professor Mcgonagall,06/15/2019 12:37:00 PM,Jun 2019,05/25/2017,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby
A805942,,11/29/2019 05:43:00 PM,Nov 2019,04/03/2019,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair,Brown Tabby
A701610,*Gigi,10/13/2015 02:44:00 PM,Oct 2015,04/02/2015,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Cream
A683935,,07/23/2014 06:33:00 PM,Jul 2014,04/01/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A839573,*Petal,09/17/2021 08:09:00 PM,Sep 2021,06/23/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
A790929,Mo-Key,03/23/2019 02:40:00 PM,Mar 2019,10/19/2015,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A705942,*Livia,07/01/2015 03:30:00 PM,Jul 2015,04/23/2015,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A759011,Lucy,09/29/2017 04:11:00 PM,Sep 2017,07/25/2017,Adoption,,Cat,Intact Female,2 months,American Shorthair Mix,Gray Tabby/Black
A664000,*Nosey,10/10/2013 06:58:00 PM,Oct 2013,04/27/2013,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A847842,A847842,12/13/2021 05:45:00 PM,Dec 2021,10/09/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A678716,*Will,06/29/2014 07:00:00 PM,Jun 2014,04/05/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A751542,Tharkerybinx,06/16/2017 07:25:00 PM,Jun 2017,04/15/2017,Adoption,,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Black
A703385,*Mr. Roper,06/23/2015 07:42:00 AM,Jun 2015,04/18/2015,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A790797,,07/16/2019 09:03:00 AM,Jul 2019,03/16/2019,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White
A601095,Silky,03/27/2015 05:28:00 PM,Mar 2015,03/24/2011,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black
A771802,*Mango,06/19/2018 08:27:00 AM,Jun 2018,04/13/2018,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A748284,Cinco,05/05/2017 02:52:00 PM,May 2017,06/01/2016,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Blue Tabby
A772744,Kuro,06/01/2018 02:13:00 PM,Jun 2018,04/03/2018,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A682547,Sweet Boy,02/14/2015 11:59:00 AM,Feb 2015,06/29/2012,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White
A679033,*Charlie,07/12/2014 05:18:00 PM,Jul 2014,04/01/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A716627,Luna,11/30/2015 06:41:00 PM,Nov 2015,08/22/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A786118,*Mercutio,12/22/2018 06:14:00 PM,Dec 2018,08/17/2018,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Gray Tabby/White
A804060,*Gummy Bear,10/19/2019 06:22:00 PM,Oct 2019,08/12/2019,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A633363,Boo Boo,09/17/2019 01:44:00 PM,Sep 2019,04/12/2012,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
A824215,,10/15/2020 12:02:00 PM,Oct 2020,07/08/2020,Adoption,,Cat,Spayed Female,3 months,Siamese,Tortie Point
A802002,,08/17/2019 06:24:00 PM,Aug 2019,06/17/2019,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Brown Tabby/White
A794708,,05/15/2019 06:14:00 PM,May 2019,03/11/2019,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Blue Tabby
A836319,Khlese,07/07/2021 04:42:00 PM,Jul 2021,06/08/2019,Adoption,,Cat,Spayed Female,2 years,Siamese,Tortie Point
A747397,Nike,05/29/2017 01:47:00 PM,May 2017,04/19/2014,Adoption,,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White
A689903,Tobi,11/30/2014 05:20:00 PM,Nov 2014,08/27/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A719980,Onyx,02/05/2016 07:26:00 PM,Feb 2016,11/26/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A662647,*Lucy,10/06/2013 03:35:00 PM,Oct 2013,07/30/2013,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A774499,,06/21/2018 01:02:00 PM,Jun 2018,04/16/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby/White
A873253,*Peach Cobbler,05/28/2023 03:28:00 PM,May 2023,07/23/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair,Black
A765027,Sheila,01/18/2018 06:48:00 PM,Jan 2018,01/11/2015,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A687841,Sunset,01/01/2015 03:19:00 PM,Jan 2015,09/10/2006,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Cream Tabby
A779912,*Amelie,11/29/2018 02:23:00 PM,Nov 2018,09/06/2017,Adoption,Foster,Cat,Spayed Female,1 year,Siamese Mix,Lynx Point
A776876,*Julianne,08/12/2018 05:35:00 PM,Aug 2018,05/30/2018,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A793698,*Vangie Vanessa Mateo,07/16/2019 12:02:00 PM,Jul 2019,04/06/2019,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A791260,Desmond,05/02/2019 06:42:00 PM,May 2019,03/23/2018,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A839991,Juniper,08/06/2021 03:55:00 PM,Aug 2021,05/15/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A773703,*Michonne,08/04/2018 04:43:00 PM,Aug 2018,04/19/2018,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A792483,,05/14/2019 06:09:00 PM,May 2019,03/13/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A823224,,11/21/2020 12:36:00 PM,Nov 2020,08/11/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A834942,Naota,06/07/2021 01:01:00 PM,Jun 2021,05/20/2019,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A820358,*Fergie,09/17/2020 03:50:00 PM,Sep 2020,04/02/2020,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Orange Tabby
A820062,*Felka,10/01/2020 02:46:00 PM,Oct 2020,07/10/2018,Adoption,Foster,Cat,Spayed Female,2 years,Russian Blue Mix,Blue
A763103,*Raven,01/29/2018 05:43:00 PM,Jan 2018,02/07/2017,Adoption,,Cat,Spayed Female,11 months,Domestic Medium Hair Mix,Black
A862566,Poppy,08/03/2022 05:23:00 PM,Aug 2022,07/27/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A795959,*Frankles,06/22/2019 02:17:00 PM,Jun 2019,04/26/2019,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby
A754290,*Desiree,07/27/2017 06:52:00 PM,Jul 2017,05/18/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A839242,Oatmeal,07/21/2021 05:51:00 PM,Jul 2021,05/12/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A774637,Beau,10/20/2018 05:57:00 PM,Oct 2018,06/18/2017,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A786978,*Frisky,01/12/2019 06:08:00 PM,Jan 2019,10/09/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A676275,,06/03/2014 03:01:00 PM,Jun 2014,04/01/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A758423,Blondie,09/17/2017 03:52:00 PM,Sep 2017,09/16/2010,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
A824830,,12/22/2020 04:49:00 PM,Dec 2020,09/02/2020,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A821565,*Tiny,10/06/2020 02:25:00 PM,Oct 2020,07/24/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A816431,*Oj,06/30/2020 12:26:00 PM,Jun 2020,08/17/2019,Adoption,Foster,Cat,Neutered Male,10 months,Domestic Shorthair,Orange Tabby
A830372,Tigger,03/20/2021 04:11:00 PM,Mar 2021,03/08/2020,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby
A667201,Olive,01/16/2016 07:24:00 PM,Jan 2016,06/14/2013,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby
A771317,,05/07/2018 06:26:00 PM,May 2018,02/02/2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A777762,Chedder Bill,08/06/2018 04:15:00 PM,Aug 2018,06/02/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A688366,Turbo,09/22/2014 01:10:00 PM,Sep 2014,07/11/2014,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby
A729888,,07/02/2016 06:03:00 PM,Jul 2016,04/17/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Gray
A770601,Frankie,12/18/2018 07:33:00 AM,Dec 2018,04/22/2018,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Blue Tabby
A739206,,02/25/2017 12:13:00 PM,Feb 2017,10/17/2016,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Lynx Point
A731686,*Wilhemina,08/20/2016 05:41:00 PM,Aug 2016,07/26/2014,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie/White
A813020,Einstein,02/16/2020 05:15:00 PM,Feb 2020,02/02/2011,Adoption,,Cat,Neutered Male,9 years,Domestic Shorthair,Brown Tabby
A701584,*Sally,06/03/2015 11:50:00 AM,Jun 2015,03/17/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A729808,*Bucky,08/14/2016 06:04:00 PM,Aug 2016,05/08/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue
A708894,*Belle,09/05/2015 05:32:00 PM,Sep 2015,08/02/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A886663,*Twinkle,09/16/2023 03:40:00 PM,Sep 2023,04/09/2023,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Brown Tabby/White
A716402,Bruce,11/21/2015 07:16:00 PM,Nov 2015,11/19/2014,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A781477,Mickey,10/06/2018 05:20:00 PM,Oct 2018,03/30/2018,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White
A798354,Vonna,08/04/2019 11:36:00 PM,Aug 2019,06/02/2019,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A689156,Christy,10/19/2014 05:24:00 PM,Oct 2014,09/30/2001,Adoption,,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Blue Tabby/White
A752810,*Nocturna,08/05/2017 05:41:00 PM,Aug 2017,04/27/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A706579,*Fritz,09/07/2015 07:55:00 PM,Sep 2015,05/07/2015,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A878875,*Noah,06/14/2023 04:27:00 PM,Jun 2023,03/03/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A737397,Jellybean,11/05/2016 06:16:00 PM,Nov 2016,11/15/2016,Adoption,,Cat,Intact Female,0 years,Domestic Shorthair Mix,White/Orange
A841515,,10/27/2021 05:36:00 PM,Oct 2021,08/24/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A725156,*Maggie,12/16/2016 11:14:00 AM,Dec 2016,04/04/2016,Adoption,Foster,Cat,Spayed Female,8 months,Domestic Shorthair Mix,White/Blue
A669168,Rafiki,12/19/2013 05:19:00 PM,Dec 2013,12/16/2012,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A821278,*Rory,08/18/2020 09:50:00 AM,Aug 2020,06/10/2020,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A878876,*Nala,06/14/2023 04:28:00 PM,Jun 2023,03/03/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie
A738124,*Ignatius,11/23/2016 01:47:00 PM,Nov 2016,09/03/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
