Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*IRENE,CAT,DOMESTIC SH,GRAY TABBY/TORTIE,Spayed,KITTN,05/04/2023,K23-045633,LOBBY,A419486,08/04/2023,09/07/2023,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*TAMMY,CAT,DOMESTIC SH,BUFF,Spayed,SMALL,02/12/2013,K23-044577,CA02,A417259,05/04/2023,09/07/2023,126,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*TED,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,07/27/2023,K23-046160,LOBBY,A420541,09/20/2023,10/19/2023,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",0
*CASPER,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,10/18/2022,K23-046386,SMM,A421046,10/10/2023,10/19/2023,9,STRAY,EMAIL,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*SMOKEY,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,06/06/2020,K23-044948,CA02,A418062,06/06/2023,09/08/2023,94,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1
*TULLY,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,08/02/2021,K23-045475,CA02,A419192,07/20/2023,09/09/2023,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.237, -122.640695)",1
*DAWN,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,02/13/2023,K23-045383,LOBBY,A419002,07/13/2023,09/09/2023,58,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*BOO,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,03/06/2023,K23-046365,CA02,A419845,10/07/2023,10/20/2023,13,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",0
*NADIA,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,SMALL,07/06/2015,K23-045097,CA02,A418435,06/20/2023,09/12/2023,84,QUARANTINE,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*TOULOUSE,CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,03/26/2020,K20-036003,WESTFARM,A397965,06/18/2020,08/04/2020,47,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)",1
*PUFFIN,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,10/18/2022,K23-046237,LOBBY,A420719,09/27/2023,10/21/2023,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)",1
*MAGGIE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,05/07/2023,K23-045617,LOBBY,A419456,08/03/2023,09/12/2023,40,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*FOGGY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/22/2023,K23-046154,LOBBY,A420518,09/22/2023,10/21/2023,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1
*PHYLIS,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,05/11/2023,K23-045714,LOBBY,A419661,08/15/2023,09/13/2023,29,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
*BARNEY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,03/25/2023,K23-045812,LOBBY,A419936,08/25/2023,09/14/2023,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1
*SHEILA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,06/29/2023,K23-045688,LOBBY,A419577,08/11/2023,09/15/2023,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1
*SANDY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,06/29/2023,K23-045687,LOBBY,A419576,08/11/2023,09/15/2023,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1
*TREASURE,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,07/21/2021,K23-045012,CA02,A418218,06/13/2023,09/15/2023,94,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1
TATER TOT,CAT,DOMESTIC MH,GRAY TABBY,Spayed,KITTN,08/13/2023,K23-046015,LOBBY,A420300,09/10/2023,10/25/2023,45,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*ROZ,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,05/19/2023,K23-045451,LOBBY,A419149,07/19/2023,09/16/2023,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.237, -122.640695)",1
OREO,CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,KITTN,04/14/2023,K23-045671,CA02,A419557,08/22/2023,09/16/2023,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366, -122.7246163)",1
*LADY GREY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,06/26/2023,K23-045200,LOBBY,A418691,06/29/2023,09/16/2023,79,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
*ROSIE,CAT,DOMESTIC SH,BLK TABBY/TORTIE,Spayed,KITTN,06/29/2023,K23-045690,LOBBY,A419579,08/11/2023,09/16/2023,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95444,"95444(38.43463, -122.868295)",1
MANCHAS,CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,KITTN,04/14/2023,K23-045672,CA02,A419558,08/22/2023,09/16/2023,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366, -122.7246163)",1
*HERA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,06/26/2023,K23-045162,LOBBY,A418626,06/27/2023,09/16/2023,81,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
RED,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,12/25/2022,K23-046410,CA03,A421083,10/10/2023,10/26/2023,16,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1
ZIGGY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,09/08/2016,K16-020708,CS04,A342290,09/10/2016,11/12/2016,63,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541355, -122.80026)",1
*HOLLY,CAT,SIAMESE,SEAL PT,Spayed,SMALL,08/08/2019,K23-045662,CA02,A419544,08/08/2023,09/19/2023,42,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)",1
*MR ADVENTURE,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,06/26/2023,K23-045197,LOBBY,A418688,06/29/2023,09/19/2023,82,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541355, -122.80026)",1
ABBEY,CAT,DOMESTIC SH,LILAC PT,Spayed,SMALL,08/28/2016,K16-021379,CS04,A344648,10/28/2016,11/12/2016,15,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541355, -122.80026)",1
*KATSU,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/05/2023,K23-045933,LOBBY,A420164,09/05/2023,10/27/2023,52,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95442,"95442(38.3647404, -122.5281654)",1
*VADER,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,07/05/2023,K23-045936,CA03,A420168,09/05/2023,09/20/2023,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*TIFF,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,07/22/2023,K23-045716,LOBBY,A419669,08/15/2023,10/27/2023,73,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95442,"95442(38.3647404, -122.5281654)",1
*JERRY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,10/09/2022,K23-046038,CA02,A420332,09/12/2023,10/27/2023,45,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*NICK,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/13/2023,K23-046016,LOBBY,A420301,09/10/2023,10/27/2023,47,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95476,"95476(38.288405, -122.464525)",1
*LEGOLAS,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,KITTN,08/05/2023,K23-045931,LOBBY,A420162,09/05/2023,10/27/2023,52,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.288405, -122.464525)",1
*JACK,CAT,DOMESTIC LH,WHITE/BLACK,Neutered,SMALL,04/07/2022,K23-046369,CA02,A421018,10/07/2023,10/27/2023,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.613965, -122.869825)",1
*RAVEN,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,04/18/2022,K23-045992,CA02,A420269,09/09/2023,10/27/2023,48,CONFISCATE,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*FLAAP,CAT,DOMESTIC MH,GRAY,Neutered,KITTN,06/26/2023,K23-045520,CA03,A419308,07/26/2023,09/21/2023,57,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*DUMPLING,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,07/13/2023,K23-046058,LOBBY,A420378,09/13/2023,10/28/2023,45,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.47872, -122.890155)",1
*OHPA,CAT,DOMESTIC MH,GRAY TABBY,Neutered,KITTN,07/29/2023,K23-046247,LOBBY,A420729,09/27/2023,10/28/2023,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
MILO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/30/2023,K23-045883,CA02,A420093,09/01/2023,09/21/2023,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.34933, -122.69228)",1
*EEK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,07/17/2023,K23-045591,CA03,A419415,08/01/2023,09/21/2023,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
HARRY,CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,07/29/2023,K23-046246,LOBBY,A420728,09/27/2023,10/28/2023,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)",1
*SIMON,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,08/13/2023,K23-046017,LOBBY,A420302,09/10/2023,10/31/2023,51,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
*ERNIE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,05/30/2023,K23-045882,CA02,A420092,09/01/2023,09/22/2023,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*BUGBEAR,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,06/26/2023,K23-045196,LOBBY,A418687,06/29/2023,09/22/2023,85,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
*SPRITE,CAT,DOMESTIC SH,BUFF,Spayed,KITTN,06/26/2023,K23-045199,LOBBY,A418690,06/29/2023,09/22/2023,85,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
*SAPHIRA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,05/25/2021,K23-044839,WESTFARM,A417808,05/25/2023,09/13/2023,111,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)",1
*VANNA,CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,05/08/2023,K23-045315,CA02,A418895,07/08/2023,09/22/2023,76,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1
JACK,CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,07/29/2023,K23-046243,LOBBY,A420725,09/27/2023,10/28/2023,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)",1
*SCHWARTZ,CAT,DOMESTIC LH,BUFF,Neutered,KITTN,07/07/2023,K23-045971,CA02,A420238,09/07/2023,09/23/2023,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
*CHARLIE,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,08/13/2023,K23-046014,LOBBY,A420299,09/10/2023,10/31/2023,51,STRAY,FIELD,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
BELLA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,05/01/2018,K18-029311,LOBBY,A375094,08/01/2018,09/27/2018,57,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1
SHADY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,08/08/2022,K23-043510,LOBBY,A414738,01/05/2023,02/09/2023,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
OLIVE,CAT,DOMESTIC MH,GRAY,Spayed,KITTN,04/25/2023,K23-045310,LOBBY,A418878,07/07/2023,09/07/2023,62,STRAY,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*TJ,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,06/16/2023,K23-045595,LOBBY,A419420,08/01/2023,09/26/2023,56,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,94951,"94951(38.294195, -122.670365)",1
PEPITA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,06/26/2023,K23-045164,LOBBY,A418628,06/27/2023,09/26/2023,91,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*NORI,CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,01/13/2023,K23-044192,LOBBY,A416382,03/25/2023,04/14/2023,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INSTAGRAM,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931(38.3260186, -122.706422)",1
*MARCUS,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,07/07/2023,K23-045938,LOBBY,A420170,09/05/2023,09/26/2023,21,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.294195, -122.670365)",1
*FRED,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,03/25/2023,K23-045813,WESTFARM,A419937,08/25/2023,09/23/2023,29,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
KRAMER,CAT,DOMESTIC MH,BRN TABBY,Neutered,KITTN,08/13/2019,K19-034558,LOBBY,A393710,11/13/2019,11/16/2019,3,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.46382, -122.67058)",1
ODIN,CAT,DOMESTIC SH,BLK TABBY,Neutered,KITTN,06/29/2023,K23-045689,LOBBY,A419578,08/11/2023,09/19/2023,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1
*FLUFFY,CAT,DOMESTIC MH,CALICO,Spayed,KITTN,06/22/2023,K23-045881,LOBBY,A420091,09/01/2023,09/26/2023,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
*PENNY,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,10/05/2021,K23-046345,CA02,A420936,10/05/2023,11/01/2023,27,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*SASSY,CAT,DOMESTIC SH,BUFF,Spayed,KITTN,06/26/2023,K23-045198,LOBBY,A418689,06/29/2023,09/27/2023,90,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94930,"94930(37.987165, -122.589765)",1
*FATTY ARBUCKLE,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,06/26/2023,K23-045195,LOBBY,A418686,06/29/2023,09/27/2023,90,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94930,"94930(37.987165, -122.589765)",1
*TIKI,CAT,DOMESTIC MH,TORTIE,Spayed,SMALL,04/05/2023,K23-045922,CA02,A420156,09/05/2023,09/28/2023,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.34933, -122.69228)",1
*DONTE,CAT,DOMESTIC MH,WHITE/BLACK,Neutered,KITTN,08/05/2023,K23-046270,LOBBY,A420771,09/29/2023,11/02/2023,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1
*CHANDLER,CAT,DOMESTIC SH,BRN TABBY,Neutered,MED,06/16/2012,K14-009156,CS04,A307642,06/05/2014,07/03/2014,28,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95441,"95441(38.70854, -122.90737)",1
*SLY,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,07/29/2023,K23-046245,LOBBY,A420727,09/27/2023,11/03/2023,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*CAMMY,CAT,DOMESTIC MH,BLUE CREAM,Spayed,SMALL,09/13/2021,K23-045838,CA02,A420011,08/29/2023,11/03/2023,66,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*RICA,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,07/20/2023,K23-046533,LOBBY,A421397,10/20/2023,11/04/2023,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94515,"94515(38.5818482, -122.5799026)",1
*GOOSE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/22/2023,K23-046152,WESTFARM,A420515,09/22/2023,10/27/2023,35,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1
*RAMA,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,03/01/2023,K23-045891,CA02,A420108,09/01/2023,11/04/2023,64,CONFISCATE,FIELD,ADOPTION,WALKIN,HEALTHY,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1
*BURTON,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,07/29/2023,K23-045845,LOBBY,A420018,08/29/2023,11/04/2023,67,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*MANDI,CAT,DOMESTIC MH,TORTIE,Spayed,KITTN,07/29/2023,K23-046244,LOBBY,A420726,09/27/2023,11/04/2023,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
MISSY,CAT,DOMESTIC MH,CALICO/BRN TABBY,Spayed,KITTN,07/29/2023,K23-046240,LOBBY,A420722,09/27/2023,11/04/2023,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
MOZ,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,08/24/2023,K23-046377,CA03,A421034,10/08/2023,11/07/2023,30,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
PENNY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,08/07/2023,K23-046370,LOBBY,A421021,10/07/2023,11/02/2023,26,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*PEPPERMINT,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/19/2023,K23-046180,LOBBY,A420577,09/22/2023,11/07/2023,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*PISTACHIO,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,08/19/2023,K23-046182,LOBBY,A420579,09/22/2023,11/07/2023,46,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-V,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*QUAN,CAT,SIAMESE,SEAL PT,Neutered,SMALL,10/11/2022,K23-046428,CA02,A421120,10/11/2023,11/07/2023,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1
PEPI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,03/26/2021,K23-046189,CA02,A420612,09/22/2023,11/08/2023,47,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.9935)",1
GOMEZ,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,04/22/2023,K23-046153,WESTFARM,A420516,09/22/2023,11/01/2023,40,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*FLIP,CAT,DOMESTIC MH,BLACK,Spayed,KITTN,07/03/2023,K23-045725,WESTFARM,A419698,08/16/2023,11/04/2023,80,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
