simplified_color,simplified_sex,age,simplified_condition,simplified_type,days_stayed,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded
OTHER,MALE,13,NORMAL,STRAY,98,2,1,3,2
OTHER,FEMALE,13,NORMAL,OWNER SURRENDER,94,2,0,3,1
OTHER,FEMALE,11,NORMAL,OWNER SURRENDER,17,2,0,3,1
BLACK,FEMALE,10,OTHER,OWNER SURRENDER,32,0,0,4,1
OTHER,MALE,9,NORMAL,OWNER SURRENDER,48,2,1,3,1
GRAY,MALE,7,NORMAL,STRAY,8,1,1,3,2
BLACK,FEMALE,7,NORMAL,STRAY,16,0,0,3,2
GRAY,FEMALE,9,NORMAL,STRAY,8,1,0,3,2
OTHER,FEMALE,9,NORMAL,OWNER SURRENDER,78,2,0,3,1
OTHER,FEMALE,7,NORMAL,STRAY,11,2,0,3,2
BLACK,FEMALE,7,NORMAL,STRAY,19,0,0,3,2
TABBY,FEMALE,8,INJURED,STRAY,8,3,0,2,2
GRAY,FEMALE,8,NORMAL,STRAY,14,1,0,3,2
OTHER,FEMALE,6,NORMAL,STRAY,12,2,0,3,2
BLACK,MALE,10,ILL MILD,STRAY,127,0,1,0,2
TABBY,FEMALE,6,UNDER WEIGHT,STRAY,50,3,0,5,2
OTHER,MALE,11,NORMAL,OWNER SURRENDER,34,2,1,3,1
TABBY,FEMALE,11,NORMAL,OWNER SURRENDER,29,3,0,3,1
GRAY,FEMALE,7,OTHER,STRAY,42,1,0,4,2
WHITE,FEMALE,6,NORMAL,STRAY,14,4,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,8,3,0,3,2
BLACK,MALE,6,NORMAL,STRAY,19,0,1,3,2
BLACK,MALE,8,NORMAL,OWNER SURRENDER,10,0,1,3,1
TABBY,MALE,6,OTHER,STRAY,10,3,1,4,2
BLACK,MALE,6,NORMAL,STRAY,75,0,1,3,2
TABBY,FEMALE,6,NORMAL,STRAY,23,3,0,3,2
TABBY,MALE,6,NORMAL,STRAY,14,3,1,3,2
OTHER,FEMALE,8,NORMAL,STRAY,11,2,0,3,2
BLACK,MALE,6,NORMAL,STRAY,27,0,1,3,2
GRAY,MALE,6,OTHER,STRAY,42,1,1,4,2
BLACK,FEMALE,7,NORMAL,STRAY,31,0,0,3,2
TABBY,MALE,6,NORMAL,STRAY,18,3,1,3,2
BLACK,FEMALE,6,NORMAL,STRAY,13,0,0,3,2
TABBY,MALE,6,NORMAL,STRAY,64,3,1,3,2
BLACK,FEMALE,6,NORMAL,STRAY,40,0,0,3,2
OTHER,FEMALE,6,OTHER,STRAY,119,2,0,4,2
GRAY,MALE,6,ILL MILD,STRAY,14,1,1,0,2
OTHER,MALE,6,OTHER,STRAY,55,2,1,4,2
BLACK,FEMALE,9,NORMAL,STRAY,125,0,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,13,3,0,3,2
BLACK,FEMALE,7,NORMAL,STRAY,72,0,0,3,2
TABBY,MALE,6,OTHER,STRAY,113,3,1,4,2
BLACK,FEMALE,6,NORMAL,STRAY,5,0,0,3,2
BLACK,MALE,6,NORMAL,STRAY,32,0,1,3,2
TABBY,MALE,6,UNDER WEIGHT,STRAY,28,3,1,5,2
BLACK,FEMALE,7,NORMAL,OWNER SURRENDER,10,0,0,3,1
OTHER,FEMALE,10,NORMAL,OWNER SURRENDER,83,2,0,3,1
GRAY,FEMALE,6,NORMAL,STRAY,8,1,0,3,2
TABBY,FEMALE,6,OTHER,STRAY,25,3,0,4,2
GRAY,MALE,6,NORMAL,STRAY,25,1,1,3,2
TABBY,FEMALE,8,NORMAL,OWNER SURRENDER,126,3,0,3,1
TABBY,MALE,6,NORMAL,STRAY,45,3,1,3,2
TABBY,MALE,6,NORMAL,STRAY,6,3,1,3,2
OTHER,FEMALE,6,NORMAL,STRAY,6,2,0,3,2
BLACK,FEMALE,7,NORMAL,STRAY,28,0,0,3,2
TABBY,MALE,6,NORMAL,STRAY,8,3,1,3,2
TABBY,MALE,6,NORMAL,STRAY,21,3,1,3,2
OTHER,MALE,7,NORMAL,STRAY,7,2,1,3,2
TABBY,FEMALE,10,NORMAL,STRAY,43,3,0,3,2
TABBY,MALE,7,NORMAL,STRAY,8,3,1,3,2
GRAY,FEMALE,6,NORMAL,STRAY,7,1,0,3,2
TABBY,MALE,6,OTHER,STRAY,17,3,1,4,2
BLACK,MALE,6,NORMAL,STRAY,22,0,1,3,2
OTHER,FEMALE,6,NORMAL,STRAY,7,2,0,3,2
OTHER,FEMALE,8,NORMAL,STRAY,27,2,0,3,2
GRAY,MALE,6,NORMAL,STRAY,6,1,1,3,2
TABBY,MALE,7,NORMAL,STRAY,109,3,1,3,2
OTHER,MALE,6,NORMAL,OWNER SURRENDER,2,2,1,3,1
TABBY,MALE,11,NORMAL,STRAY,83,3,1,3,2
TABBY,MALE,6,NORMAL,OWNER SURRENDER,45,3,1,3,1
TABBY,FEMALE,7,NORMAL,STRAY,69,3,0,3,2
WHITE,MALE,9,INJURED,OWNER SURRENDER,41,4,1,2,1
OTHER,FEMALE,5,NORMAL,STRAY,32,2,0,3,2
TABBY,FEMALE,8,NORMAL,STRAY,58,3,0,3,2
BLACK,MALE,5,NORMAL,STRAY,5,0,1,3,2
OTHER,MALE,5,UNDER WEIGHT,STRAY,10,2,1,5,2
TABBY,FEMALE,5,UNDER WEIGHT,STRAY,16,3,0,5,2
BLACK,MALE,5,NORMAL,STRAY,12,0,1,3,2
GRAY,FEMALE,5,NORMAL,OWNER SURRENDER,7,1,0,3,1
BLACK,MALE,5,UNDER WEIGHT,STRAY,77,0,1,5,2
GRAY,MALE,5,NORMAL,STRAY,100,1,1,3,2
TABBY,MALE,5,NORMAL,STRAY,188,3,1,3,2
TABBY,FEMALE,7,NORMAL,STRAY,15,3,0,3,2
BLACK,MALE,5,NORMAL,STRAY,255,0,1,3,2
BLACK,MALE,5,UNDER WEIGHT,STRAY,125,0,1,5,2
WHITE,MALE,9,ILL MILD,OWNER SURRENDER,7,4,1,0,1
BLACK,MALE,5,NORMAL,STRAY,89,0,1,3,2
BLACK,FEMALE,5,NORMAL,STRAY,8,0,0,3,2
TABBY,MALE,9,ILL MILD,STRAY,36,3,1,0,2
BLACK,MALE,10,NORMAL,STRAY,9,0,1,3,2
TABBY,MALE,5,NORMAL,STRAY,57,3,1,3,2
TABBY,FEMALE,6,NORMAL,STRAY,17,3,0,3,2
GRAY,MALE,8,NORMAL,STRAY,10,1,1,3,2
OTHER,FEMALE,10,ILL MILD,OTHER,71,2,0,0,0
OTHER,MALE,10,NORMAL,STRAY,72,2,1,3,2
BLACK,MALE,5,OTHER,STRAY,195,0,1,4,2
TABBY,MALE,5,NORMAL,STRAY,6,3,1,3,2
OTHER,MALE,5,NORMAL,STRAY,11,2,1,3,2
TABBY,FEMALE,5,NORMAL,STRAY,16,3,0,3,2
TABBY,MALE,6,OTHER,STRAY,56,3,1,4,2
OTHER,MALE,5,NORMAL,STRAY,20,2,1,3,2
TABBY,MALE,5,NORMAL,STRAY,7,3,1,3,2
BLACK,MALE,5,NORMAL,STRAY,38,0,1,3,2
OTHER,FEMALE,5,NORMAL,STRAY,21,2,0,3,2
BLACK,MALE,5,UNDER WEIGHT,STRAY,47,0,1,5,2
BLACK,FEMALE,5,NORMAL,STRAY,57,0,0,3,2
TABBY,MALE,5,OTHER,STRAY,41,3,1,4,2
TABBY,MALE,5,OTHER,STRAY,10,3,1,4,2
TABBY,FEMALE,7,NORMAL,STRAY,42,3,0,3,2
OTHER,FEMALE,5,NORMAL,STRAY,126,2,0,3,2
GRAY,MALE,5,NORMAL,STRAY,8,1,1,3,2
OTHER,FEMALE,5,OTHER,STRAY,19,2,0,4,2
TABBY,FEMALE,9,OTHER,STRAY,118,3,0,4,2
TABBY,FEMALE,7,NORMAL,STRAY,3,3,0,3,2
TABBY,MALE,5,NORMAL,STRAY,3,3,1,3,2
OTHER,MALE,5,NORMAL,STRAY,77,2,1,3,2
TABBY,FEMALE,10,NORMAL,STRAY,122,3,0,3,2
TABBY,FEMALE,5,NORMAL,STRAY,4,3,0,3,2
TABBY,MALE,6,INJURED,STRAY,36,3,1,2,2
BLACK,MALE,14,NORMAL,STRAY,79,0,1,3,2
BLACK,MALE,7,OTHER,STRAY,184,0,1,4,2
OTHER,MALE,7,NORMAL,STRAY,69,2,1,3,2
BLACK,MALE,9,NORMAL,STRAY,31,0,1,3,2
BLACK,MALE,10,OTHER,STRAY,114,0,1,4,2
GRAY,MALE,5,NORMAL,STRAY,72,1,1,3,2
BLACK,FEMALE,10,NORMAL,OWNER SURRENDER,57,0,0,3,1
WHITE,FEMALE,5,NORMAL,OWNER SURRENDER,11,4,0,3,1
BLACK,MALE,7,INJURED,STRAY,95,0,1,2,2
BLACK,FEMALE,5,NORMAL,STRAY,8,0,0,3,2
TABBY,FEMALE,7,NORMAL,STRAY,84,3,0,3,2
OTHER,FEMALE,4,NORMAL,STRAY,13,2,0,3,2
GRAY,MALE,4,UNDER WEIGHT,STRAY,6,1,1,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,91,3,0,5,2
BLACK,MALE,4,INJURED,STRAY,43,0,1,2,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,22,2,0,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,51,3,1,5,2
GRAY,MALE,4,UNDER WEIGHT,STRAY,22,1,1,5,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,22,2,0,5,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,22,2,0,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,146,3,1,5,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,25,0,1,5,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,60,0,0,5,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,61,0,1,5,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,75,0,0,5,2
BLACK,MALE,4,NORMAL,STRAY,24,0,1,3,2
WHITE,FEMALE,4,UNDER WEIGHT,STRAY,13,4,0,5,2
GRAY,MALE,4,NORMAL,STRAY,34,1,1,3,2
OTHER,MALE,8,NORMAL,STRAY,25,2,1,3,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,5,0,1,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,65,3,1,5,2
TABBY,FEMALE,4,OTHER,STRAY,199,3,0,4,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,6,2,0,5,2
OTHER,FEMALE,4,NORMAL,STRAY,2,2,0,3,2
TABBY,MALE,4,NORMAL,OTHER,47,3,1,3,0
TABBY,FEMALE,4,NORMAL,STRAY,63,3,0,3,2
BLACK,MALE,4,NORMAL,STRAY,105,0,1,3,2
BLACK,MALE,9,NORMAL,OWNER SURRENDER,25,0,1,3,1
TABBY,MALE,4,NORMAL,STRAY,4,3,1,3,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,47,2,0,5,2
BLACK,FEMALE,4,NORMAL,STRAY,28,0,0,3,2
TABBY,MALE,4,NORMAL,STRAY,13,3,1,3,2
WHITE,FEMALE,6,NORMAL,STRAY,275,4,0,3,2
WHITE,MALE,4,UNDER WEIGHT,STRAY,275,4,1,5,2
WHITE,FEMALE,4,UNDER WEIGHT,STRAY,275,4,0,5,2
WHITE,FEMALE,4,UNDER WEIGHT,STRAY,36,4,0,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,21,3,1,5,2
OTHER,FEMALE,4,NORMAL,STRAY,82,2,0,3,2
TABBY,MALE,4,NORMAL,STRAY,91,3,1,3,2
BLACK,FEMALE,4,ILL SEVERE,STRAY,32,0,0,1,2
OTHER,MALE,7,NORMAL,STRAY,34,2,1,3,2
BLACK,FEMALE,4,NORMAL,STRAY,81,0,0,3,2
TABBY,MALE,4,NORMAL,STRAY,112,3,1,3,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,76,3,1,5,2
TABBY,MALE,7,NORMAL,OTHER,28,3,1,3,0
TABBY,FEMALE,4,NORMAL,STRAY,135,3,0,3,2
BLACK,FEMALE,4,NORMAL,STRAY,149,0,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,20,3,0,3,2
GRAY,MALE,4,UNDER WEIGHT,STRAY,31,1,1,5,2
TABBY,FEMALE,4,OTHER,STRAY,75,3,0,4,2
WHITE,MALE,4,UNDER WEIGHT,STRAY,175,4,1,5,2
GRAY,FEMALE,4,NORMAL,STRAY,7,1,0,3,2
BLACK,MALE,0,NORMAL,STRAY,22,0,1,3,2
BLACK,FEMALE,0,NORMAL,STRAY,25,0,0,3,2
BLACK,FEMALE,1,NORMAL,STRAY,7,0,0,3,2
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,34,2,0,5,2
BLACK,MALE,1,INJURED,STRAY,18,0,1,2,2
BLACK,FEMALE,13,NORMAL,OWNER SURRENDER,102,0,0,3,1
BLACK,MALE,13,NORMAL,OWNER SURRENDER,56,0,1,3,1
TABBY,MALE,13,NORMAL,OWNER SURRENDER,56,3,1,3,1
TABBY,MALE,9,ILL MILD,STRAY,45,3,1,0,2
GRAY,MALE,9,NORMAL,OWNER SURRENDER,7,1,1,3,1
GRAY,MALE,9,ILL MILD,STRAY,170,1,1,0,2
BLACK,FEMALE,8,NORMAL,OWNER SURRENDER,131,0,0,3,1
GRAY,FEMALE,9,NORMAL,OWNER SURRENDER,137,1,0,3,1
TABBY,MALE,14,NORMAL,OWNER SURRENDER,229,3,1,3,1
WHITE,MALE,12,INJURED,STRAY,276,4,1,2,2
OTHER,FEMALE,14,NORMAL,OWNER SURRENDER,80,2,0,3,1
OTHER,MALE,7,NORMAL,STRAY,9,2,1,3,2
TABBY,FEMALE,9,NORMAL,STRAY,23,3,0,3,2
OTHER,FEMALE,7,NORMAL,STRAY,7,2,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,10,3,0,3,2
WHITE,FEMALE,8,NORMAL,OWNER SURRENDER,50,4,0,3,1
TABBY,FEMALE,7,NORMAL,STRAY,16,3,0,3,2
TABBY,FEMALE,9,NORMAL,STRAY,37,3,0,3,2
BLACK,MALE,6,NORMAL,STRAY,73,0,1,3,2
TABBY,FEMALE,12,NORMAL,STRAY,122,3,0,3,2
TABBY,MALE,6,OTHER,STRAY,13,3,1,4,2
OTHER,MALE,7,NORMAL,STRAY,7,2,1,3,2
OTHER,MALE,12,NORMAL,OWNER SURRENDER,16,2,1,3,1
TABBY,MALE,12,NORMAL,STRAY,36,3,1,3,2
GRAY,FEMALE,6,NORMAL,STRAY,16,1,0,3,2
OTHER,FEMALE,6,NORMAL,OWNER SURRENDER,6,2,0,3,1
TABBY,MALE,6,NORMAL,STRAY,23,3,1,3,2
OTHER,FEMALE,8,NORMAL,STRAY,138,2,0,3,2
GRAY,MALE,6,NORMAL,STRAY,17,1,1,3,2
TABBY,FEMALE,6,OTHER,STRAY,42,3,0,4,2
BLACK,MALE,13,NORMAL,STRAY,21,0,1,3,2
TABBY,MALE,6,NORMAL,STRAY,182,3,1,3,2
BLACK,FEMALE,6,NORMAL,STRAY,20,0,0,3,2
OTHER,FEMALE,6,NORMAL,STRAY,25,2,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,24,3,0,3,2
GRAY,FEMALE,9,NORMAL,STRAY,15,1,0,3,2
TABBY,FEMALE,9,NORMAL,STRAY,13,3,0,3,2
BLACK,MALE,8,NORMAL,STRAY,86,0,1,3,2
BLACK,FEMALE,8,NORMAL,OWNER SURRENDER,56,0,0,3,1
GRAY,FEMALE,6,NORMAL,STRAY,41,1,0,3,2
TABBY,MALE,6,NORMAL,STRAY,32,3,1,3,2
TABBY,FEMALE,6,NORMAL,STRAY,7,3,0,3,2
BLACK,FEMALE,7,NORMAL,OWNER SURRENDER,12,0,0,3,1
TABBY,MALE,6,INJURED,STRAY,116,3,1,2,2
TABBY,MALE,6,NORMAL,OWNER SURRENDER,34,3,1,3,1
OTHER,FEMALE,11,NORMAL,OTHER,128,2,0,3,0
TABBY,MALE,6,OTHER,STRAY,21,3,1,4,2
TABBY,FEMALE,6,UNDER WEIGHT,STRAY,68,3,0,5,2
WHITE,MALE,6,UNDER WEIGHT,STRAY,19,4,1,5,2
TABBY,MALE,6,NORMAL,STRAY,7,3,1,3,2
GRAY,MALE,6,UNDER WEIGHT,STRAY,85,1,1,5,2
TABBY,MALE,7,NORMAL,STRAY,22,3,1,3,2
TABBY,MALE,9,INJURED,STRAY,103,3,1,2,2
GRAY,FEMALE,8,NORMAL,OWNER SURRENDER,126,1,0,3,1
BLACK,MALE,9,NORMAL,STRAY,37,0,1,3,2
TABBY,MALE,6,NORMAL,STRAY,31,3,1,3,2
TABBY,MALE,6,UNDER WEIGHT,STRAY,35,3,1,5,2
TABBY,FEMALE,10,NORMAL,STRAY,30,3,0,3,2
GRAY,MALE,6,NORMAL,STRAY,16,1,1,3,2
WHITE,MALE,6,NORMAL,STRAY,34,4,1,3,2
GRAY,MALE,10,NORMAL,STRAY,18,1,1,3,2
BLACK,MALE,6,NORMAL,STRAY,15,0,1,3,2
OTHER,FEMALE,7,NORMAL,OWNER SURRENDER,16,2,0,3,1
TABBY,FEMALE,10,NORMAL,STRAY,203,3,0,3,2
TABBY,MALE,9,NORMAL,OWNER SURRENDER,125,3,1,3,1
OTHER,FEMALE,8,NORMAL,STRAY,8,2,0,3,2
OTHER,FEMALE,6,NORMAL,STRAY,21,2,0,3,2
OTHER,MALE,7,NORMAL,STRAY,38,2,1,3,2
BLACK,FEMALE,5,UNDER WEIGHT,STRAY,123,0,0,5,2
BLACK,MALE,5,UNDER WEIGHT,STRAY,31,0,1,5,2
WHITE,FEMALE,7,NORMAL,STRAY,27,4,0,3,2
TABBY,MALE,5,NORMAL,STRAY,59,3,1,3,2
TABBY,FEMALE,5,NORMAL,STRAY,102,3,0,3,2
BLACK,MALE,5,NORMAL,STRAY,45,0,1,3,2
TABBY,FEMALE,6,NORMAL,OTHER,30,3,0,3,0
OTHER,FEMALE,6,NORMAL,OTHER,30,2,0,3,0
GRAY,FEMALE,9,NORMAL,OWNER SURRENDER,160,1,0,3,1
OTHER,MALE,5,NORMAL,STRAY,14,2,1,3,2
WHITE,MALE,12,NORMAL,OWNER SURRENDER,1,4,1,3,1
WHITE,FEMALE,12,NORMAL,OWNER SURRENDER,1,4,0,3,1
TABBY,MALE,5,UNDER WEIGHT,STRAY,20,3,1,5,2
OTHER,FEMALE,5,NORMAL,STRAY,12,2,0,3,2
TABBY,MALE,9,NORMAL,STRAY,61,3,1,3,2
BLACK,FEMALE,5,UNDER WEIGHT,STRAY,169,0,0,5,2
BLACK,MALE,5,UNDER WEIGHT,STRAY,67,0,1,5,2
TABBY,FEMALE,5,NORMAL,STRAY,91,3,0,3,2
TABBY,MALE,5,UNDER WEIGHT,STRAY,72,3,1,5,2
OTHER,FEMALE,8,NORMAL,OWNER SURRENDER,14,2,0,3,1
BLACK,MALE,5,NORMAL,STRAY,81,0,1,3,2
WHITE,MALE,6,NORMAL,STRAY,4,4,1,3,2
BLACK,MALE,5,NORMAL,OWNER SURRENDER,91,0,1,3,1
BLACK,FEMALE,5,UNDER WEIGHT,STRAY,76,0,0,5,2
BLACK,MALE,5,NORMAL,STRAY,39,0,1,3,2
GRAY,FEMALE,6,INJURED,STRAY,53,1,0,2,2
OTHER,FEMALE,8,NORMAL,STRAY,71,2,0,3,2
OTHER,FEMALE,6,NORMAL,STRAY,75,2,0,3,2
TABBY,FEMALE,6,NORMAL,STRAY,27,3,0,3,2
BLACK,FEMALE,13,NORMAL,OWNER SURRENDER,71,0,0,3,1
TABBY,MALE,9,NORMAL,OWNER SURRENDER,65,3,1,3,1
OTHER,FEMALE,5,NORMAL,STRAY,40,2,0,3,2
OTHER,FEMALE,5,NORMAL,STRAY,40,2,0,3,2
OTHER,FEMALE,7,NORMAL,OWNER SURRENDER,60,2,0,3,1
TABBY,FEMALE,5,NORMAL,STRAY,76,3,0,3,2
OTHER,FEMALE,5,NORMAL,STRAY,54,2,0,3,2
TABBY,MALE,5,OTHER,STRAY,42,3,1,4,2
TABBY,MALE,7,NORMAL,STRAY,152,3,1,3,2
TABBY,FEMALE,5,NORMAL,STRAY,6,3,0,3,2
GRAY,FEMALE,5,NORMAL,STRAY,41,1,0,3,2
TABBY,MALE,5,OTHER,STRAY,30,3,1,4,2
BLACK,FEMALE,7,NORMAL,OTHER,23,0,0,3,0
OTHER,FEMALE,9,NORMAL,STRAY,38,2,0,3,2
OTHER,FEMALE,5,NORMAL,STRAY,77,2,0,3,2
TABBY,FEMALE,12,NORMAL,OWNER SURRENDER,16,3,0,3,1
WHITE,MALE,5,NORMAL,STRAY,10,4,1,3,2
OTHER,FEMALE,6,NORMAL,STRAY,9,2,0,3,2
TABBY,FEMALE,6,INJURED,STRAY,38,3,0,2,2
OTHER,MALE,11,NORMAL,OWNER SURRENDER,29,2,1,3,1
TABBY,FEMALE,5,NORMAL,STRAY,21,3,0,3,2
OTHER,FEMALE,5,NORMAL,OWNER SURRENDER,11,2,0,3,1
OTHER,FEMALE,7,NORMAL,STRAY,6,2,0,3,2
OTHER,FEMALE,4,NORMAL,STRAY,29,2,0,3,2
TABBY,FEMALE,5,INJURED,STRAY,159,3,0,2,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,1,0,0,5,2
OTHER,FEMALE,4,ILL MILD,STRAY,21,2,0,0,2
BLACK,MALE,6,NORMAL,STRAY,108,0,1,3,2
TABBY,FEMALE,7,NORMAL,STRAY,70,3,0,3,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,63,0,1,5,2
BLACK,FEMALE,4,OTHER,STRAY,32,0,0,4,2
BLACK,MALE,4,NORMAL,STRAY,7,0,1,3,2
OTHER,FEMALE,4,OTHER,STRAY,54,2,0,4,2
OTHER,FEMALE,4,OTHER,STRAY,98,2,0,4,2
BLACK,MALE,4,OTHER,STRAY,105,0,1,4,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,29,2,0,5,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,161,0,1,5,2
OTHER,MALE,4,UNDER WEIGHT,STRAY,15,2,1,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,20,3,0,5,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,8,0,1,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,8,3,0,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,223,3,1,5,2
WHITE,MALE,4,NORMAL,STRAY,3,4,1,3,2
TABBY,MALE,4,NORMAL,STRAY,3,3,1,3,2
TABBY,FEMALE,4,NORMAL,STRAY,8,3,0,3,2
OTHER,FEMALE,4,UNDER WEIGHT,STRAY,21,2,0,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,6,3,0,5,2
TABBY,FEMALE,4,UNDER WEIGHT,STRAY,9,3,0,5,2
BLACK,MALE,4,NORMAL,STRAY,3,0,1,3,2
TABBY,FEMALE,4,NORMAL,STRAY,18,3,0,3,2
GRAY,MALE,4,NORMAL,STRAY,70,1,1,3,2
GRAY,FEMALE,4,NORMAL,STRAY,70,1,0,3,2
BLACK,MALE,4,NORMAL,STRAY,112,0,1,3,2
BLACK,FEMALE,8,NORMAL,STRAY,12,0,0,3,2
TABBY,MALE,4,NORMAL,STRAY,69,3,1,3,2
TABBY,MALE,4,NORMAL,STRAY,42,3,1,3,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,62,0,0,5,2
TABBY,MALE,4,UNDER WEIGHT,STRAY,30,3,1,5,2
GRAY,MALE,7,NORMAL,OWNER SURRENDER,228,1,1,3,1
TABBY,MALE,4,NORMAL,STRAY,21,3,1,3,2
OTHER,FEMALE,4,NORMAL,STRAY,13,2,0,3,2
TABBY,FEMALE,4,NORMAL,STRAY,49,3,0,3,2
BLACK,MALE,4,INJURED,STRAY,46,0,1,2,2
TABBY,FEMALE,5,NORMAL,STRAY,120,3,0,3,2
GRAY,FEMALE,4,NORMAL,STRAY,24,1,0,3,2
GRAY,MALE,6,NORMAL,OWNER SURRENDER,17,1,1,3,1
GRAY,MALE,4,ILL MILD,STRAY,41,1,1,0,2
BLACK,FEMALE,5,NORMAL,OWNER SURRENDER,14,0,0,3,1
TABBY,MALE,4,NORMAL,STRAY,12,3,1,3,2
WHITE,MALE,4,UNDER WEIGHT,STRAY,36,4,1,5,2
BLACK,MALE,5,NORMAL,OWNER SURRENDER,116,0,1,3,1
TABBY,FEMALE,5,NORMAL,STRAY,16,3,0,3,2
GRAY,FEMALE,6,INJURED,STRAY,177,1,0,2,2
TABBY,FEMALE,4,NORMAL,STRAY,15,3,0,3,2
TABBY,MALE,4,NORMAL,STRAY,72,3,1,3,2
TABBY,FEMALE,5,OTHER,STRAY,21,3,0,4,2
TABBY,FEMALE,4,NORMAL,STRAY,4,3,0,3,2
OTHER,MALE,4,UNDER WEIGHT,STRAY,90,2,1,5,2
TABBY,MALE,4,NORMAL,STRAY,70,3,1,3,2
TABBY,FEMALE,7,NORMAL,STRAY,107,3,0,3,2
TABBY,FEMALE,4,NORMAL,STRAY,84,3,0,3,2
TABBY,FEMALE,4,OTHER,STRAY,41,3,0,4,2
BLACK,FEMALE,4,UNDER WEIGHT,STRAY,167,0,0,5,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,65,0,1,5,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,4,0,1,5,2
TABBY,MALE,5,NORMAL,OWNER SURRENDER,72,3,1,3,1
OTHER,FEMALE,6,NORMAL,STRAY,19,2,0,3,2
BLACK,MALE,4,UNDER WEIGHT,STRAY,83,0,1,5,2
OTHER,FEMALE,4,NORMAL,STRAY,65,2,0,3,2
OTHER,MALE,4,UNDER WEIGHT,STRAY,13,2,1,5,2
TABBY,MALE,4,NORMAL,STRAY,96,3,1,3,2
TABBY,FEMALE,4,NORMAL,STRAY,35,3,0,3,2
OTHER,MALE,4,NORMAL,STRAY,14,2,1,3,2
BLACK,MALE,4,NORMAL,STRAY,21,0,1,3,2
BLACK,FEMALE,9,NORMAL,OWNER SURRENDER,29,0,0,3,1
GRAY,MALE,4,INJURED,STRAY,21,1,1,2,2
TABBY,FEMALE,4,NORMAL,OWNER SURRENDER,17,3,0,3,1
OTHER,MALE,13,NORMAL,OWNER SURRENDER,8,2,1,3,1
BLACK,MALE,5,NORMAL,OTHER,3,0,1,3,0
BLACK,MALE,5,ILL MILD,STRAY,56,0,1,0,2
TABBY,MALE,8,NORMAL,OWNER SURRENDER,36,3,1,3,1
BLACK,FEMALE,4,NORMAL,STRAY,12,0,0,3,2
BLACK,FEMALE,4,NORMAL,OWNER SURRENDER,2,0,0,3,1
WHITE,FEMALE,5,ILL MILD,STRAY,298,4,0,0,2
TABBY,FEMALE,5,NORMAL,OWNER SURRENDER,64,3,0,3,1
BLACK,FEMALE,3,UNDER WEIGHT,STRAY,111,0,0,5,2
OTHER,FEMALE,8,NORMAL,OTHER,85,2,0,3,0
TABBY,MALE,3,NORMAL,STRAY,12,3,1,3,2
OTHER,MALE,3,ILL MILD,STRAY,21,2,1,0,2
TABBY,FEMALE,3,NORMAL,STRAY,6,3,0,3,2
TABBY,MALE,3,UNDER WEIGHT,STRAY,36,3,1,5,2
TABBY,FEMALE,3,NORMAL,STRAY,25,3,0,3,2
TABBY,FEMALE,6,NORMAL,OWNER SURRENDER,82,3,0,3,1
OTHER,MALE,6,NORMAL,OWNER SURRENDER,13,2,1,3,1
BLACK,MALE,5,ILL MILD,STRAY,13,0,1,0,2
TABBY,FEMALE,3,NORMAL,OWNER SURRENDER,17,3,0,3,1
TABBY,MALE,6,NORMAL,OWNER SURRENDER,83,3,1,3,1
OTHER,MALE,3,INJURED,STRAY,17,2,1,2,2
