Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A611017,BENNY,CAT,ORG TABBY,WHITE,Neutered,2014-07-13,9.0,2018-07-13,ILL MILD,STRAY,OTC,,2018-08-18,"E HARDING ST / CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A611192,*STRINGBEAN,CAT,BLACK,WHITE,Male,2013-07-17,10.0,2018-07-17,NORMAL,STRAY,OTC,,2018-07-26,"7550 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A611555,*TACKLE,CAT,ORG TABBY,WHITE,Male,2018-03-25,5.0,2018-07-25,NORMAL,STRAY,OTC,,2018-09-20,"LONG BEACH BLVD / E WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A612022,*DANDILION,CAT,BRN TABBY,,Spayed,2017-08-01,6.0,2018-08-01,NORMAL,STRAY,OTC,,2018-08-18,"ATLANTIC AVE / E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A612153,*SAMMY,CAT,GRAY,WHITE,Neutered,2015-08-02,8.0,2018-08-02,NORMAL,STRAY,OTC,,2018-08-12,"1000 ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A612452,*HILDA,CAT,SEAL PT,,Female,2013-08-25,10.0,2018-08-06,ILL MILD,CONFISCATE,CRUELTY,,2018-10-16,"300 BLK MAIN ST, SEAL BEACH, CA 90740",SEAL BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A612661,POKEY AKA GUS,CAT,ORG TABBY,,Neutered,2006-08-10,17.0,2018-08-10,NORMAL,OWNER SURRENDER,OTC,NO TIME,2019-02-26,"300 BLK ELM AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A612703,*STEELY DAN,CAT,LYNX PT,,Neutered,2013-08-12,10.0,2018-08-12,NORMAL,STRAY,OTC,,2018-10-23,"3900 N VIRGINIA RD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A612870,*PAULIE D,CAT,BLACK,,Male,2018-06-15,5.0,2018-08-15,FRACTIOUS,STRAY,FIELD,,2019-02-26,"6400 BLK ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A612970,,CAT,ORG TABBY,,Male,2018-06-17,5.0,2018-08-17,NORMAL,STRAY,OTC,,2018-08-23,"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A613974,THEO,CAT,FLAME PT,,Neutered,2017-12-01,5.0,2018-09-01,NORMAL,STRAY,OTC,,2018-09-12,"E 3RD ST / ORANGE AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A614180,*CHICKY,CAT,GRAY TABBY,WHITE,Female,2018-06-21,5.0,2018-09-06,NORMAL,STRAY,OTC,,2018-09-22,"STUDEBAKER RD / DEL AMO BLVD, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A614278,TEDDY,CAT,BRN TABBY,WHITE,Neutered,2017-09-08,6.0,2018-09-08,FRACTIOUS,STRAY,OTC,,2018-11-03,"500 BLK ATLANTIC AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A614796,*LIL STARGAZER,CAT,SNOWSHOE,,Neutered,2018-07-13,5.0,2018-09-16,NORMAL,STRAY,OTC,,2018-10-06,"5TH ST / CEDAR AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A615001,MASON,CAT,GRAY TABBY,,Neutered,2018-05-20,5.0,2018-09-20,NORMAL,STRAY,OTC,,2018-09-27,"2200 BLK EARL AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A615424,*ZEUS,CAT,BLACK,WHITE,Neutered,2018-08-30,5.0,2018-09-30,NORMAL,STRAY,OTC,,2018-11-07,"300 BLK E HEATH LN, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A615709,*TESSIE,CAT,CALICO,,Female,2018-08-05,5.0,2018-10-05,NORMAL,STRAY,OTC,,2018-10-26,"5600 CERRITOS AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A616099,STELLA,CAT,TORTIE,,Spayed,2008-10-14,15.0,2018-10-10,NORMAL,OWNER SURRENDER,OTC,,2018-10-14,"4600 GUNDRY AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A616118,ORION,CAT,BLACK,WHITE,Neutered,2018-06-06,5.0,2018-06-17,UNDER AGE/WEIGHT,STRAY,OTC,,2018-08-03,"E BROADWAY / TEMPLE AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A616714,*PATCH,CAT,BLACK,,Spayed,2018-07-26,5.0,2018-10-26,NORMAL,STRAY,OTC,,2018-12-22,"E CARSON ST / N STUDEBAKER RD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A617367,*STUFFING,CAT,ORG TABBY,WHITE,Neutered,2018-07-08,5.0,2018-11-08,FRACTIOUS,STRAY,FIELD,,2018-12-19,"3900 BLK CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A617374,*POPCORN,CAT,ORG TABBY,,Male,2018-09-09,5.0,2018-11-09,FRACTIOUS,STRAY,FIELD,,2018-11-19,"4100 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A617621,*AMBER,CAT,BRN TABBY,WHITE,Spayed,2016-11-16,7.0,2018-11-16,NORMAL,STRAY,OTC,,2018-12-28,"300 HAVANA AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A617898,*CHARLOTTE,CAT,BROWN,BROWN,Spayed,2018-09-23,5.0,2018-11-23,NORMAL,STRAY,TRAP,,2019-03-29,"1600 BLK W 16TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A617921,*SIMON,CAT,GRAY,,Male,2018-09-24,5.0,2018-11-24,NORMAL,STRAY,OTC,,2018-12-02,"3000 E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A618292,*DOLLY,CAT,SEAL PT,,Spayed,2018-10-01,5.0,2018-12-01,FRACTIOUS,STRAY,OTC,,2018-12-20,"3500 LIME AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A618862,*WENDY,CAT,GRAY TABBY,,Spayed,2013-12-15,9.0,2018-12-15,FRACTIOUS,STRAY,OTC,,2019-04-12,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A619043,*JEN,CAT,ORG TABBY,WHITE,Female,2015-12-19,7.0,2018-12-19,NORMAL,STRAY,OTC,,2018-12-22,"1000 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A619045,*JOHNNY,CAT,ORG TABBY,WHITE,Male,2018-08-19,5.0,2018-12-19,NORMAL,STRAY,OTC,,2018-12-22,"1000 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A620117,LUKE,CAT,LYNX PT,,Neutered,2018-04-13,5.0,2018-08-07,NORMAL,STRAY,OTC,,2018-10-23,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A620122,O'MALLEY,CAT,GRAY TABBY,BLACK,Spayed,2013-01-12,10.0,2019-01-12,NORMAL,STRAY,OTC,,2019-05-14,"2300 BLK BELMONT AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A620363,,CAT,BRN TABBY,,Female,2018-10-16,5.0,2019-01-16,NORMAL,STRAY,FIELD,,2019-01-20,"800 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A620644,*BADGER,CAT,BRN TABBY,WHITE,Neutered,2017-01-21,6.0,2019-01-21,INJURED  MODERATE,STRAY,FIELD,,2019-02-26,"300 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A620733,OTIS #2,CAT,BLACK,,Neutered,2009-01-23,14.0,2019-01-23,NORMAL,STRAY,FIELD,,2019-04-12,"200 BLK OBISPO AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A622601,*ROQUEFORT,CAT,BLACK,,Neutered,2016-02-28,7.0,2019-02-28,FRACTIOUS,STRAY,OTC,,2019-08-31,"1600 E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A622659,*MORRIS,CAT,LC LYNX PT,,Neutered,2016-03-02,7.0,2019-03-02,NORMAL,STRAY,OTC,,2019-05-10,"3900 BLK BALL RD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A623042,*EDWARD,CAT,BLACK,WHITE,Neutered,2014-03-10,9.0,2019-03-10,NORMAL,STRAY,OTC,,2019-04-10,"OAK ST / KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A623305,JACKPOT,CAT,BLACK,,Neutered,2013-09-14,10.0,2018-09-06,FRACTIOUS,STRAY,OTC,,2018-12-29,"3900 BLK CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A623756,*MCDUFF,CAT,GRAY,WHITE,Neutered,2018-03-24,5.0,2019-03-24,NORMAL,STRAY,FIELD,,2019-06-04,"E MOUNTAIN VIEW ST / PINE AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A623857,*SEBASTIAN,CAT,ORG TABBY,,Neutered,,,2019-03-27,INJURED  MILD,STRAY,FIELD,,2019-06-19,"18300 HEATHER AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A624250,BOOTSI,CAT,BLACK,WHITE,Female,2013-04-04,10.0,2019-04-04,NORMAL,OWNER SURRENDER,OTC,MOVE,2019-05-31,"5600 BLK LESLIE AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A624799,MISSY,CAT,WHITE,GRAY,Spayed,2018-04-16,5.0,2019-04-16,NORMAL,OWNER SURRENDER,FIELD,,2019-04-27,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A625162,*MONGOOSE,CAT,BLACK,WHITE,Neutered,2016-04-23,7.0,2019-04-23,INJURED  SEVERE,STRAY,FIELD,,2019-07-27,"4200 N GREENBRIER RD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A625394,JELLY BEAN,CAT,BLACK,WHITE,Spayed,2018-09-27,5.0,2019-04-27,NORMAL,STRAY,OTC,,2019-05-05,"5400 OLIVE AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A625836,*ALISON,CAT,BRN TABBY,WHITE,Spayed,2016-05-04,7.0,2019-05-04,NORMAL,STRAY,OTC,,2019-07-27,"2800 E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A626111,*SIERRA,CAT,TORTIE DIL,,Spayed,2019-02-22,4.0,2019-05-09,NORMAL,STRAY,OTC,,2019-05-22,"1000 BLK E NEVADA ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A626450,*JAR JAR BINKS,CAT,GRAY,WHITE,Neutered,2019-03-15,4.0,2019-05-15,UNDER AGE/WEIGHT,STRAY,OTC,,2019-05-21,"1000 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A626579,*POP,CAT,GRAY TABBY,,Female,2019-05-03,4.0,2019-05-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-16,"5800 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A626730,*SHARPIE,CAT,BLACK,,Male,2019-03-25,4.0,2019-05-21,INJURED  SEVERE,STRAY,FIELD,,2019-07-03,"2900 BLK REDONDO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A626940,*CLEO,CAT,BLACK,WHITE,Spayed,2004-05-25,19.0,2019-05-24,NORMAL,STRAY,OTC,,2019-08-10,"12000 BLK SMOKIE LN, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A626951,MOCHI,CAT,CALICO,WHITE,Spayed,2019-04-24,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-15,"2600 CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A626952,*CURLY FRY,CAT,ORG TABBY,,Neutered,2019-04-24,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,OTC,,2019-07-14,"2600 CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A626956,SIMBA,CAT,GRAY,WHITE,Male,2019-05-01,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-15,"3000 N SPRINGDALE DR, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A626957,,CAT,TORTIE,WHITE,Female,2019-05-01,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-15,"3000 N SPRINGDALE DR, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A626958,KALI RAIN,CAT,TORTIE,WHITE,Spayed,2019-05-01,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-15,"3000 N SPRINGDALE DR, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A626966,FLYER,CAT,BRN TABBY,,Neutered,2019-05-01,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,OTC,,2019-10-17,"5100 PACIFIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627012,,CAT,BLACK,WHITE,Male,2019-05-04,4.0,2019-05-25,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-19,"220 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627013,*POPPY,CAT,BLACK,WHITE,Spayed,2019-04-10,4.0,2019-05-25,UNDER AGE/WEIGHT,STRAY,OTC,,2019-07-24,"1800 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A627014,CINDER,CAT,BLACK,WHITE,Neutered,2019-05-04,4.0,2019-05-25,UNDER AGE/WEIGHT,STRAY,OTC,,2019-07-25,"220 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627017,*PIXIE,CAT,BLACK,WHITE,Spayed,2019-04-10,4.0,2019-05-25,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-08,"1800 OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A627310,*DR FRANKENSTEIN,CAT,BLACK,,Neutered,2019-04-09,4.0,2019-05-29,NORMAL,STRAY,FIELD,,2019-06-22,"2801 ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A627533,,CAT,WHITE,GRAY,Female,2019-04-23,4.0,2019-06-02,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-15,"ATLANTIC AVE / E 36TH ST, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627863,*TOOTIE,CAT,GRAY,WHITE,Neutered,2019-02-07,4.0,2019-06-07,NORMAL,STRAY,OTC,,2019-07-11,"5100 BLK LINDEN AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A627946,DYNAMITE,CAT,ORANGE,WHITE,Neutered,2015-06-08,8.0,2019-06-08,NORMAL,STRAY,FIELD,,2019-07-03,"3800 BLK ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A628063,KURONEKO,CAT,BLACK,,Neutered,2019-05-10,4.0,2019-06-10,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-15,"5801 E PARKCREST ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A628129,SUSHI,CAT,BRN TABBY,,Neutered,2019-05-01,4.0,2019-06-12,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-16,"300 E BLK MARKER LN, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628157,*HONEYMAID,CAT,GRAY TABBY,,Spayed,2019-04-12,4.0,2019-06-12,FRACTIOUS,STRAY,TRAP,,2019-12-28,"800 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A628216,CALI,CAT,ORANGE,WHITE,Spayed,2019-05-13,4.0,2019-06-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-06-19,"700 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628237,*CLIPPERS,CAT,SNOWSHOE,,Female,2019-03-13,4.0,2019-06-13,NORMAL,STRAY,OTC,,2019-06-15,"2000 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A628695,SWEETIE,CAT,BRN TABBY,,Neutered,2019-04-22,4.0,2019-12-26,NORMAL,RETURN,ADOPTION,ESCAPES,2020-02-11,"10000 BLK DALE AVE, STANTON, CA 90680",ORANGE CNTY,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A629084,GINGER,CAT,BRN TABBY,WHITE,Spayed,2019-04-29,4.0,2019-06-29,NORMAL,STRAY,OTC,,2019-08-31,"3500 GAVIOTA AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A629135,*DIPSY,CAT,BLACK,,Neutered,2019-03-30,4.0,2019-06-29,NORMAL,STRAY,OTC,,2019-10-12,"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A629136,,CAT,BLACK,,Neutered,2014-06-29,9.0,2019-06-29,NORMAL,OWNER SURRENDER,OTC,,2019-07-24,"1600 BLK E 1ST ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629282,*STEPHEN,CAT,BRN TABBY,WHITE,Male,2019-04-03,4.0,2019-07-03,NORMAL,STRAY,FIELD,,2019-07-07,"W 28TH ST / CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629345,*PUMPKIN,CAT,CALICO,,Spayed,2019-06-05,4.0,2019-07-05,UNDER AGE/WEIGHT,STRAY,TRAP,,2019-08-21,"4300 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629407,*ANGEL,CAT,BLACK,WHITE,Spayed,2019-05-06,4.0,2019-07-06,NORMAL,STRAY,OTC,,2019-08-03,"5400 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629463,*ROHAN,CAT,ORG TABBY,WHITE,Male,2019-04-07,4.0,2019-07-07,NORMAL,STRAY,OTC,,2019-07-20,"1400 ELM AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629596,*MOON,CAT,WHITE,,Female,2017-07-10,6.0,2019-07-10,NORMAL,STRAY,OTC,,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629600,,CAT,WHITE,GRAY,Male,2019-07-08,4.0,2019-07-10,UNDER AGE/WEIGHT,STRAY,OTC,,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629604,,CAT,WHITE,GRAY,Female,2019-07-08,4.0,2019-07-10,UNDER AGE/WEIGHT,STRAY,OTC,,2020-04-10,"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629873,PHOEBE,CAT,WHITE,BLACK,Spayed,2019-06-13,4.0,2019-07-13,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-18,"20100 BLK RHODA CIR, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A630023,WINSTON,CAT,GRAY TABBY,,Male,2019-06-17,4.0,2019-07-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-07,"5200 BLK GUNDRY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A630476,*JENNIFER,CAT,TORTIE,BROWN,Spayed,2019-03-23,4.0,2019-07-23,NORMAL,STRAY,OTC,,2019-10-13,"REDONDO AVE / E 9TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A630528,*O'MALLEY,CAT,ORG TABBY,WHITE,Neutered,2019-05-24,4.0,2019-07-24,NORMAL,STRAY,OTC,,2019-10-23,"5600 GRAY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A630532,*JAE,CAT,BLACK,GRAY,Spayed,2019-03-24,4.0,2021-01-20,ILL SEVERE,STRAY,FIELD,,2021-02-21,"700 BLK E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A630771,*BERNIE,CAT,BROWN,RED,Neutered,2016-07-28,7.0,2019-07-28,NORMAL,STRAY,OTC,,2019-08-31,"4000 BLK WOODRUFF AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A630813,*ADA,CAT,BLACK,WHITE,Spayed,2019-04-28,4.0,2019-07-28,NORMAL,STRAY,FIELD,,2019-10-17,"1700 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A630983,*MR LOPEZ,CAT,ORG TABBY,,Neutered,2019-05-01,4.0,2019-07-31,NORMAL,STRAY,OTC,,2019-11-20,"5500 BLK RAYBORN ST, LYNWOOD, CA 90262",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A631051,THOMAS,CAT,GRAY TABBY,,Male,2019-06-25,4.0,2019-08-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-10-16,"11200 YEARLING ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A631116,LOUIE,CAT,ORG TABBY,,Neutered,2016-08-02,7.0,2019-08-02,NORMAL,WELFARE SEIZED,POLICE,,2019-08-30,"1400 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631126,*TINSEL,CAT,GRAY TABBY,BLACK,Spayed,2019-07-27,4.0,2019-08-02,NORMAL,STRAY,OTC,,2019-12-15,"1000 BLK MYRTLE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A631134,*KIM,CAT,BLACK,,Spayed,2019-05-02,4.0,2019-08-02,NORMAL,STRAY,OTC,,2019-12-29,"LOS COYOTES DIAGONAL /  E ATHERTON ST, LONG BEACH, CA 90815",DISTRICT4,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631151,*TABITHA,CAT,BRN TABBY,WHITE,Female,2017-08-03,6.0,2019-08-03,NORMAL,STRAY,TRAP,,2019-08-23,"300 BLK E FORHAN ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A631398,ARTHUR,CAT,GRAY,WHITE,Neutered,2019-07-07,4.0,2019-08-07,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-07,"2200 N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631581,CASEY,CAT,ORG TABBY,,Spayed,2019-06-09,4.0,2019-08-09,FRACTIOUS,STRAY,OTC,,2019-10-23,"4100 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A631963,*LIL P,CAT,WHITE,CALICO,Neutered,2019-07-18,4.0,2019-08-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-02-05,"47TH ST / LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A632008,SAVONA,CAT,GRAY,WHITE,Spayed,2019-05-15,4.0,2019-08-15,NORMAL,STRAY,OTC,,2019-08-22,"4700 BLK DAISY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A706768,*COUSIN IT,CAT,BLACK,WHITE,Neutered,2023-06-13,0.0,2023-09-13,NORMAL,STRAY,FIELD,,2023-10-05,"4800 BLK BENTREE AVE, LB 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
